"InstrLevel","AfAmF","AfAmM","AIANF","AIANM","AsianF","AsianM","HispF","HispM","NHOPIF","NHOPIM","WhF","WhM","MultF","MultM","NRAF","NRAM","UnkF","UnkM","AllF","AllM","GenderNoneTotal","AllTotal","SortNum",
"Aurora University","","","","","","","","","","","","","","","","",
"Undergraduate","174","113","7","6","50","23","521","248","1","0","1,273","745","52","34","3","2","107","58","2,188","1,229","0","3,417","1",
"Graduate","123","40","3","1","18","4","114","44","0","0","936","282","5","1","2","1","73","38","1,274","411","0","1,685","2",
"Total","297","153","10","7","68","27","635","292","1","0","2,209","1,027","57","35","5","3","180","96","3,462","1,640","0","5,102","4",
"Bexley Hall Seabury Western Theological Seminary Federation","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","2","2","0","0","1","0","0","0","0","0","17","26","0","0","0","1","0","0","20","29","0","49","2",
"Total","2","2","0","0","1","0","0","0","0","0","17","26","0","0","0","1","0","0","20","29","0","49","4",
"Blackburn College","","","","","","","","","","","","","","","","",
"Undergraduate","31","32","2","1","2","5","4","9","0","0","271","211","7","5","0","0","4","5","321","268","0","589","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","31","32","2","1","2","5","4","9","0","0","271","211","7","5","0","0","4","5","321","268","0","589","4",
"Blessing-Rieman College of Nursing","","","","","","","","","","","","","","","","",
"Undergraduate","8","0","2","1","3","2","2","0","0","0","182","34","0","0","0","0","0","0","197","37","0","234","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","18","1","0","0","0","0","0","0","18","1","0","19","2",
"Total","8","0","2","1","3","2","2","0","0","0","200","35","0","0","0","0","0","0","215","38","0","253","4",
"Bradley University","","","","","","","","","","","","","","","","",
"Undergraduate","151","87","7","2","72","66","162","116","3","2","1,606","1,613","34","33","15","29","307","283","2,357","2,231","0","4,588","1",
"Graduate","5","2","1","0","1","5","1","3","0","0","171","117","1","1","101","242","35","26","316","396","0","712","2",
"Total","156","89","8","2","73","71","163","119","3","2","1,777","1,730","35","34","116","271","342","309","2,673","2,627","0","5,300","4",
"Chicago ORT Technical Institute","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","1","0","0","0","0","0","2","4","5","1","0","0","1","2","9","7","0","16","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","0","0","0","0","1","0","0","0","0","0","2","4","5","1","0","0","1","2","9","7","0","16","4",
"Chicago Theological Seminary","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","44","35","0","0","0","3","6","3","0","0","62","63","4","6","6","27","4","4","126","141","0","267","2",
"Total","44","35","0","0","0","3","6","3","0","0","62","63","4","6","6","27","4","4","126","141","0","267","4",
"Columbia College Chicago","","","","","","","","","","","","","","","","",
"Undergraduate","853","619","20","13","145","134","483","382","2","2","2,830","2,347","258","164","151","91","294","215","5,036","3,967","0","9,003","1",
"Graduate","49","17","0","0","7","7","23","13","0","0","171","81","10","3","24","17","6","11","290","149","0","439","2",
"Total","902","636","20","13","152","141","506","395","2","2","3,001","2,428","268","167","175","108","300","226","5,326","4,116","0","9,442","4",
"Concordia University Chicago","","","","","","","","","","","","","","","","",
"Undergraduate","112","80","0","1","24","10","244","114","2","0","500","337","23","22","4","9","25","29","934","602","0","1,536","1",
"Graduate","438","138","2","1","41","22","251","97","2","4","1,635","694","46","12","60","37","16","6","2,491","1,011","0","3,502","2",
"Total","550","218","2","2","65","32","495","211","4","4","2,135","1,031","69","34","64","46","41","35","3,425","1,613","0","5,038","4",
"DePaul University","","","","","","","","","","","","","","","","",
"Undergraduate","832","500","6","6","571","682","1,595","1,203","18","10","4,654","4,241","343","277","206","287","363","359","8,588","7,565","0","16,153","1",
"Graduate","499","292","5","2","245","279","325","265","3","6","2,037","1,939","98","77","508","380","342","344","4,062","3,584","0","7,646","2",
"Total","1,331","792","11","8","816","961","1,920","1,468","21","16","6,691","6,180","441","354","714","667","705","703","12,650","11,149","0","23,799","4",
"Dominican University","","","","","","","","","","","","","","","","",
"Undergraduate","104","38","1","1","44","24","643","312","4","0","601","289","16","9","10","58","17","9","1,440","740","0","2,180","1",
"Graduate","147","26","1","0","40","19","138","42","2","1","551","180","0","0","13","8","109","41","1,001","317","0","1,318","2",
"Total","251","64","2","1","84","43","781","354","6","1","1,152","469","16","9","23","66","126","50","2,441","1,057","0","3,498","4",
"East-West University","","","","","","","","","","","","","","","","",
"Undergraduate","177","138","2","0","33","41","72","47","0","1","7","8","5","8","3","6","2","4","301","253","0","554","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","177","138","2","0","33","41","72","47","0","1","7","8","5","8","3","6","2","4","301","253","0","554","4",
"Elmhurst College","","","","","","","","","","","","","","","","",
"Undergraduate","66","60","3","1","96","42","263","170","2","1","1,191","799","55","36","7","4","26","31","1,709","1,144","0","2,853","1",
"Graduate","14","14","0","0","13","4","19","6","2","1","204","94","3","0","4","6","12","8","271","133","0","404","2",
"Total","80","74","3","1","109","46","282","176","4","2","1,395","893","58","36","11","10","38","39","1,980","1,277","0","3,257","4",
"Erikson Institute","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","36","1","1","0","9","1","39","0","0","0","133","5","5","0","2","0","20","2","245","9","0","254","2",
"Total","36","1","1","0","9","1","39","0","0","0","133","5","5","0","2","0","20","2","245","9","0","254","4",
"Eureka College","","","","","","","","","","","","","","","","",
"Undergraduate","16","19","0","2","4","1","9","6","3","0","316","241","10","9","3","2","13","10","374","290","0","664","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","16","19","0","2","4","1","9","6","3","0","316","241","10","9","3","2","13","10","374","290","0","664","4",
"Garrett - Evangelical Theological Seminary","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","34","30","0","0","9","11","4","7","0","0","117","90","4","3","20","28","3","5","191","174","0","365","2",
"Total","34","30","0","0","9","11","4","7","0","0","117","90","4","3","20","28","3","5","191","174","0","365","4",
"Greenville University","","","","","","","","","","","","","","","","",
"Undergraduate","34","71","0","0","4","6","20","34","0","1","424","396","10","17","9","21","29","27","530","573","0","1,103","1",
"Graduate","8","6","0","0","0","0","0","2","0","0","116","53","1","0","0","0","13","5","138","66","0","204","2",
"Total","42","77","0","0","4","6","20","36","0","1","540","449","11","17","9","21","42","32","668","639","0","1,307","4",
"Hebrew Theological College","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","393","69","0","0","0","0","0","0","393","69","0","462","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","3","0","3","2",
"Total","0","0","0","0","0","0","0","0","0","0","393","72","0","0","0","0","0","0","393","72","0","465","4",
"Illinois College","","","","","","","","","","","","","","","","",
"Undergraduate","59","60","1","1","7","2","37","44","0","2","338","339","18","13","19","13","1","3","480","477","0","957","1",
"Graduate","0","0","0","0","0","0","1","0","0","0","5","0","0","0","0","0","1","1","7","1","0","8","2",
"Total","59","60","1","1","7","2","38","44","0","2","343","339","18","13","19","13","2","4","487","478","0","965","4",
"Illinois College of Optometry","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","9","1","0","0","145","31","6","10","2","1","208","95","6","6","78","39","1","0","455","183","0","638","2",
"Total","9","1","0","0","145","31","6","10","2","1","208","95","6","6","78","39","1","0","455","183","0","638","4",
"Illinois Institute of Technology","","","","","","","","","","","","","","","","",
"Undergraduate","71","115","2","8","99","249","124","305","6","2","267","762","10","16","326","583","44","110","949","2,150","0","3,099","1",
"Graduate","64","42","1","1","62","87","92","79","2","3","404","562","17","29","1,053","1,855","165","281","1,860","2,939","0","4,799","2",
"Total","135","157","3","9","161","336","216","384","8","5","671","1,324","27","45","1,379","2,438","209","391","2,809","5,089","0","7,898","4",
"Illinois Wesleyan University","","","","","","","","","","","","","","","","",
"Undergraduate","51","36","4","1","46","36","81","47","1","0","744","593","23","20","87","68","29","26","1,066","827","0","1,893","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","51","36","4","1","46","36","81","47","1","0","744","593","23","20","87","68","29","26","1,066","827","0","1,893","4",
"Institute for Clinical Social Work","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","21","1","1","1","3","0","7","0","2","0","64","23","1","0","0","0","0","0","99","25","0","124","2",
"Total","21","1","1","1","3","0","7","0","2","0","64","23","1","0","0","0","0","0","99","25","0","124","4",
"Judson University","","","","","","","","","","","","","","","","",
"Undergraduate","59","25","1","1","8","8","91","54","1","1","399","313","15","6","22","10","94","46","690","464","0","1,154","1",
"Graduate","9","8","0","0","0","0","7","10","1","0","50","30","0","2","1","4","6","6","74","60","0","134","2",
"Total","68","33","1","1","8","8","98","64","2","1","449","343","15","8","23","14","100","52","764","524","0","1,288","4",
"Knowledge Systems Institute","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","1","1","0","0","2","1","0","0","0","0","0","0","0","0","48","149","0","1","51","152","0","203","2",
"Total","1","1","0","0","2","1","0","0","0","0","0","0","0","0","48","149","0","1","51","152","0","203","4",
"Knox College","","","","","","","","","","","","","","","","",
"Undergraduate","68","42","2","1","42","35","107","68","0","0","435","308","31","24","88","91","40","17","813","586","0","1,399","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","68","42","2","1","42","35","107","68","0","0","435","308","31","24","88","91","40","17","813","586","0","1,399","4",
"Lake Forest College","","","","","","","","","","","","","","","","",
"Undergraduate","60","48","1","3","49","30","161","81","0","0","519","406","31","26","72","76","26","18","919","688","0","1,607","1",
"Graduate","0","0","0","0","2","0","1","0","0","0","12","4","0","0","0","0","0","0","15","4","0","19","2",
"Total","60","48","1","3","51","30","162","81","0","0","531","410","31","26","72","76","26","18","934","692","0","1,626","4",
"Lake Forest Graduate School of Mgmt.","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","18","12","2","0","22","22","5","16","1","0","92","117","3","0","2","3","74","81","219","251","0","470","2",
"Total","18","12","2","0","22","22","5","16","1","0","92","117","3","0","2","3","74","81","219","251","0","470","4",
"Lakeview College of Nursing","","","","","","","","","","","","","","","","",
"Undergraduate","24","4","0","2","5","1","5","0","2","0","228","39","4","0","0","0","3","0","271","46","0","317","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","24","4","0","2","5","1","5","0","2","0","228","39","4","0","0","0","3","0","271","46","0","317","4",
"Lewis University","","","","","","","","","","","","","","","","",
"Undergraduate","200","135","2","1","78","75","499","362","4","5","1,737","1,356","75","47","7","30","67","72","2,669","2,083","0","4,752","1",
"Graduate","212","63","5","0","41","10","137","45","1","4","835","373","19","8","19","37","71","57","1,340","597","0","1,937","2",
"Total","412","198","7","1","119","85","636","407","5","9","2,572","1,729","94","55","26","67","138","129","4,009","2,680","0","6,689","4",
"Lincoln Christian University","","","","","","","","","","","","","","","","",
"Undergraduate","21","22","5","2","5","3","9","11","1","0","238","215","6","5","10","14","1","0","296","272","0","568","1",
"Graduate","19","14","2","2","3","2","5","3","0","0","91","207","2","1","7","8","0","1","129","238","0","367","2",
"Total","40","36","7","4","8","5","14","14","1","0","329","422","8","6","17","22","1","1","425","510","0","935","4",
"Lincoln College","","","","","","","","","","","","","","","","",
"Undergraduate","263","217","3","2","4","3","25","37","0","0","397","242","24","15","0","5","13","14","729","535","0","1,264","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","263","217","3","2","4","3","25","37","0","0","397","242","24","15","0","5","13","14","729","535","0","1,264","4",
"Loyola University of Chicago","","","","","","","","","","","","","","","","",
"Undergraduate","263","128","9","1","727","401","864","479","10","12","4,056","2,151","396","224","210","180","122","89","6,657","3,665","0","10,322","1",
"Graduate","387","142","2","3","195","126","300","150","7","4","2,188","1,311","61","40","278","158","140","88","3,558","2,022","0","5,580","2",
"Total","650","270","11","4","922","527","1,164","629","17","16","6,244","3,462","457","264","488","338","262","177","10,215","5,687","0","15,902","4",
"Lutheran School of Theology at Chicago","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","4","6","1","0","3","8","3","6","0","0","86","74","0","0","10","26","0","1","107","121","0","228","2",
"Total","4","6","1","0","3","8","3","6","0","0","86","74","0","0","10","26","0","1","107","121","0","228","4",
"MacCormac College","","","","","","","","","","","","","","","","",
"Undergraduate","99","20","0","0","4","0","28","13","0","0","42","5","3","2","0","0","0","0","176","40","0","216","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","99","20","0","0","4","0","28","13","0","0","42","5","3","2","0","0","0","0","176","40","0","216","4",
"MacMurray College","","","","","","","","","","","","","","","","",
"Undergraduate","18","49","1","0","0","0","11","18","0","1","256","163","6","7","0","0","12","12","304","250","0","554","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","18","49","1","0","0","0","11","18","0","1","256","163","6","7","0","0","12","12","304","250","0","554","4",
"McCormick Theological Seminary","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","40","36","0","0","1","6","8","26","0","0","44","30","0","0","8","10","0","0","101","108","0","209","2",
"Total","40","36","0","0","1","6","8","26","0","0","44","30","0","0","8","10","0","0","101","108","0","209","4",
"McKendree University","","","","","","","","","","","","","","","","",
"Undergraduate","151","203","11","13","17","13","54","56","5","4","1,046","696","27","20","11","32","81","81","1,403","1,118","0","2,521","1",
"Graduate","46","10","3","3","5","4","6","5","3","0","355","156","3","1","0","2","3","5","424","186","0","610","2",
"Total","197","213","14","16","22","17","60","61","8","4","1,401","852","30","21","11","34","84","86","1,827","1,304","0","3,131","4",
"Meadville - Lombard Theo. School","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","4","1","1","0","0","0","2","0","0","0","51","21","2","0","1","0","3","0","64","22","0","86","2",
"Total","4","1","1","0","0","0","2","0","0","0","51","21","2","0","1","0","3","0","64","22","0","86","4",
"Methodist College","","","","","","","","","","","","","","","","",
"Undergraduate","49","10","1","0","10","5","15","2","0","0","430","59","11","1","0","0","2","0","518","77","0","595","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","49","10","1","0","10","5","15","2","0","0","430","59","11","1","0","0","2","0","518","77","0","595","4",
"Midwestern University","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","28","20","4","0","410","313","56","47","5","4","1,103","773","34","27","26","25","26","16","1,692","1,225","0","2,917","2",
"Total","28","20","4","0","410","313","56","47","5","4","1,103","773","34","27","26","25","26","16","1,692","1,225","0","2,917","4",
"Millikin University","","","","","","","","","","","","","","","","",
"Undergraduate","165","125","4","1","11","7","73","53","1","0","931","615","48","39","14","16","5","4","1,252","860","0","2,112","1",
"Graduate","3","2","1","0","1","0","1","1","0","0","44","22","1","2","0","1","0","0","51","28","0","79","2",
"Total","168","127","5","1","12","7","74","54","1","0","975","637","49","41","14","17","5","4","1,303","888","0","2,191","4",
"Monmouth College","","","","","","","","","","","","","","","","",
"Undergraduate","73","72","2","6","14","5","98","73","1","0","465","366","6","10","17","32","32","28","708","592","0","1,300","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","73","72","2","6","14","5","98","73","1","0","465","366","6","10","17","32","32","28","708","592","0","1,300","4",
"Morrison Institute of Technology","","","","","","","","","","","","","","","","",
"Undergraduate","0","2","0","0","0","0","0","7","1","0","2","73","0","0","0","0","0","1","3","83","0","86","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","0","2","0","0","0","0","0","7","1","0","2","73","0","0","0","0","0","1","3","83","0","86","4",
"Morthland College","","","","","","","","","","","","","","","","",
"Undergraduate","1","4","0","1","0","0","0","11","0","0","14","27","0","0","0","0","0","4","15","47","0","62","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","1","4","0","1","0","0","0","11","0","0","14","27","0","0","0","0","0","4","15","47","0","62","4",
"National College of Naprapathic Medicine","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","4","1","0","0","2","0","1","2","0","0","5","4","1","1","0","1","0","0","13","9","0","22","2",
"Total","4","1","0","0","2","0","1","2","0","0","5","4","1","1","0","1","0","0","13","9","0","22","4",
"National Louis University","","","","","","","","","","","","","","","","",
"Undergraduate","425","75","5","0","14","16","299","76","2","2","256","110","19","8","7","2","15","10","1,042","299","0","1,341","1",
"Graduate","599","135","6","0","91","18","264","78","4","0","1,511","369","27","8","7","0","106","18","2,615","626","0","3,241","2",
"Total","1,024","210","11","0","105","34","563","154","6","2","1,767","479","46","16","14","2","121","28","3,657","925","0","4,582","4",
"National University of Health Sciences","","","","","","","","","","","","","","","","",
"Undergraduate","6","1","0","1","5","4","9","1","0","0","44","21","1","1","0","0","2","1","67","30","0","97","1",
"Graduate","40","14","1","0","22","23","14","13","0","1","246","198","11","6","2","3","9","5","345","263","0","608","2",
"Total","46","15","1","1","27","27","23","14","0","1","290","219","12","7","2","3","11","6","412","293","0","705","4",
"North Central College","","","","","","","","","","","","","","","","",
"Undergraduate","44","65","2","1","32","25","144","118","1","1","1,140","864","50","25","26","18","89","118","1,528","1,235","0","2,763","1",
"Graduate","5","4","0","0","6","3","13","3","0","0","114","108","1","1","5","7","4","6","148","132","0","280","2",
"Total","49","69","2","1","38","28","157","121","1","1","1,254","972","51","26","31","25","93","124","1,676","1,367","0","3,043","4",
"North Park University","","","","","","","","","","","","","","","","",
"Undergraduate","117","85","1","2","101","38","280","156","11","11","691","402","62","30","51","58","70","35","1,384","817","0","2,201","1",
"Graduate","83","32","5","0","61","22","66","23","5","0","329","147","7","1","17","17","105","65","678","307","0","985","2",
"Total","200","117","6","2","162","60","346","179","16","11","1,020","549","69","31","68","75","175","100","2,062","1,124","0","3,186","4",
"Northern Baptist Theo. Seminary","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","28","34","0","1","1","5","2","4","0","1","34","89","0","4","1","1","0","0","66","139","0","205","2",
"Total","28","34","0","1","1","5","2","4","0","1","34","89","0","4","1","1","0","0","66","139","0","205","4",
"NorthShore University HealthSystem School of Nurse Anesthesia","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","1","2","0","0","6","3","4","1","0","0","29","9","0","0","0","0","4","1","44","16","0","60","2",
"Total","1","2","0","0","6","3","4","1","0","0","29","9","0","0","0","0","4","1","44","16","0","60","4",
"Northwestern University","","","","","","","","","","","","","","","","",
"Undergraduate","314","209","1","4","742","770","511","450","0","0","2,339","2,392","271","200","325","345","89","86","4,592","4,456","0","9,048","1",
"Graduate","283","252","8","9","630","723","330","371","4","8","2,454","3,209","105","126","1,059","1,608","644","683","5,517","6,989","0","12,506","2",
"Total","597","461","9","13","1,372","1,493","841","821","4","8","4,793","5,601","376","326","1,384","1,953","733","769","10,109","11,445","0","21,554","4",
"Olivet Nazarene University","","","","","","","","","","","","","","","","",
"Undergraduate","205","89","5","2","53","29","164","72","3","2","1,710","1,085","45","25","8","19","4","1","2,197","1,324","0","3,521","1",
"Graduate","171","24","7","1","73","13","65","9","2","1","783","184","1","0","0","1","4","1","1,106","234","0","1,340","2",
"Total","376","113","12","3","126","42","229","81","5","3","2,493","1,269","46","25","8","20","8","2","3,303","1,558","0","4,861","4",
"Principia College","","","","","","","","","","","","","","","","",
"Undergraduate","2","4","1","1","2","2","8","4","0","3","185","159","5","7","47","49","3","11","253","240","0","493","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","2","4","1","1","2","2","8","4","0","3","185","159","5","7","47","49","3","11","253","240","0","493","4",
"Quincy University","","","","","","","","","","","","","","","","",
"Undergraduate","43","67","6","1","10","7","16","21","2","5","469","316","9","7","0","6","63","49","618","479","0","1,097","1",
"Graduate","9","2","0","0","2","0","1","1","0","0","67","19","0","0","0","0","52","29","131","51","0","182","2",
"Total","52","69","6","1","12","7","17","22","2","5","536","335","9","7","0","6","115","78","749","530","0","1,279","4",
"Realtor University","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","3","2","0","0","1","0","6","3","2","1","16","24","0","0","0","0","2","5","30","35","0","65","2",
"Total","3","2","0","0","1","0","6","3","2","1","16","24","0","0","0","0","2","5","30","35","0","65","4",
"Resurrection University","","","","","","","","","","","","","","","","",
"Undergraduate","28","3","1","1","37","16","71","14","1","1","126","26","22","5","0","0","49","6","335","72","0","407","1",
"Graduate","15","4","1","0","21","3","12","4","2","0","30","3","2","0","0","0","5","1","88","15","0","103","2",
"Total","43","7","2","1","58","19","83","18","3","1","156","29","24","5","0","0","54","7","423","87","0","510","4",
"Robert Morris University-Illinois","","","","","","","","","","","","","","","","",
"Undergraduate","403","357","2","2","31","40","446","356","0","3","450","580","19","25","11","16","17","21","1,379","1,400","0","2,779","1",
"Graduate","94","39","2","0","7","12","44","25","0","1","76","91","2","3","9","17","2","2","236","190","0","426","2",
"Total","497","396","4","2","38","52","490","381","0","4","526","671","21","28","20","33","19","23","1,615","1,590","0","3,205","4",
"Roosevelt University","","","","","","","","","","","","","","","","",
"Undergraduate","506","219","6","2","112","80","518","304","5","4","1,043","653","74","39","71","77","47","33","2,382","1,411","0","3,793","1",
"Graduate","363","109","3","3","128","61","143","57","4","0","765","354","42","6","149","77","35","21","1,632","688","0","2,320","2",
"Total","869","328","9","5","240","141","661","361","9","4","1,808","1,007","116","45","220","154","82","54","4,014","2,099","0","6,113","4",
"Rosalind Franklin University of Medicine &amp; Science","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","64","37","3","2","264","298","42","38","0","1","644","504","29","22","37","46","89","71","1,172","1,019","0","2,191","2",
"Total","64","37","3","2","264","298","42","38","0","1","644","504","29","22","37","46","89","71","1,172","1,019","0","2,191","4",
"Rush University","","","","","","","","","","","","","","","","",
"Undergraduate","12","3","1","0","14","8","26","10","0","0","42","23","0","0","0","0","2","2","97","46","0","143","1",
"Graduate","114","30","4","1","202","113","102","58","1","2","1,210","370","20","9","0","0","47","31","1,700","614","0","2,314","2",
"Total","126","33","5","1","216","121","128","68","1","2","1,252","393","20","9","0","0","49","33","1,797","660","0","2,457","4",
"Shimer College","","","","","","","","","","","","","","","","",
"Undergraduate","4","3","0","0","4","1","5","4","0","0","20","30","0","0","0","0","2","1","35","39","0","74","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","4","3","0","0","4","1","5","4","0","0","20","30","0","0","0","0","2","1","35","39","0","74","4",
"Spertus Institute for Jewish Learning and Leadership","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","39","11","0","0","0","0","5","3","0","0","74","53","0","0","0","0","0","0","118","67","0","185","2",
"Total","39","11","0","0","0","0","5","3","0","0","74","53","0","0","0","0","0","0","118","67","0","185","4",
"St. Anthony College of Nursing","","","","","","","","","","","","","","","","",
"Undergraduate","12","1","0","0","9","2","17","1","1","0","162","21","2","1","0","0","2","3","205","29","0","234","1",
"Graduate","4","0","1","0","5","0","7","0","0","0","53","4","0","0","0","0","1","0","71","4","0","75","2",
"Total","16","1","1","0","14","2","24","1","1","0","215","25","2","1","0","0","3","3","276","33","0","309","4",
"St. Francis Medical Center College of Nursing","","","","","","","","","","","","","","","","",
"Undergraduate","7","0","0","0","14","4","8","1","0","1","329","36","1","0","1","0","3","0","363","42","0","405","1",
"Graduate","13","0","0","0","2","1","1","1","0","0","235","22","0","0","0","0","1","0","252","24","0","276","2",
"Total","20","0","0","0","16","5","9","2","0","1","564","58","1","0","1","0","4","0","615","66","0","681","4",
"St. Johns College","","","","","","","","","","","","","","","","",
"Undergraduate","4","0","0","0","2","2","2","0","0","0","196","32","0","0","0","0","0","0","204","34","0","238","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","4","0","0","0","2","2","2","0","0","0","196","32","0","0","0","0","0","0","204","34","0","238","4",
"St. Xavier University","","","","","","","","","","","","","","","","",
"Undergraduate","311","119","5","4","47","32","560","260","0","0","943","499","44","15","4","2","80","49","1,994","980","0","2,974","1",
"Graduate","191","47","2","1","24","9","67","33","1","1","454","177","10","2","6","1","54","19","809","290","0","1,099","2",
"Total","502","166","7","5","71","41","627","293","1","1","1,397","676","54","17","10","3","134","68","2,803","1,270","0","4,073","4",
"The Chicago Institute for Psychoanalysis","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","51","15","51","15","0","66","2",
"Total","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","51","15","51","15","0","66","4",
"The John Marshall Law School","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","100","56","3","2","45","39","70","46","3","0","355","439","10","7","28","20","35","49","649","658","0","1,307","2",
"Total","100","56","3","2","45","39","70","46","3","0","355","439","10","7","28","20","35","49","649","658","0","1,307","4",
"Toyota Technological Institute at Chicago","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","18","0","0","1","19","0","20","2",
"Total","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","18","0","0","1","19","0","20","4",
"Trinity Christian College","","","","","","","","","","","","","","","","",
"Undergraduate","97","39","4","2","16","8","95","52","1","1","597","327","13","8","31","20","18","8","872","465","0","1,337","1",
