"InstrLevel","AfAmF","AfAmM","AIANF","AIANM","AsianF","AsianM","HispF","HispM","NHOPIF","NHOPIM","WhF","WhM","MultF","MultM","NRAF","NRAM","UnkF","UnkM","AllF","AllM","GenderNoneTotal","AllTotal","SortNum",
"The John Marshall Law School","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","84","45","4","4","41","52","44","49","1","0","458","602","2","1","26","23","46","76","706","852","0","1,558","2",
"Total","84","45","4","4","41","52","44","49","1","0","458","602","2","1","26","23","46","76","706","852","0","1,558","4",
"Toyota Technological Institute at Chicago","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","20","0","0","1","22","0","23","2",
"Total","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","20","0","0","1","22","0","23","4",
"Trinity Christian College","","","","","","","","","","","","","","","","",
"Undergraduate","89","35","6","2","14","7","80","46","2","1","648","341","8","4","17","16","16","14","880","466","0","1,346","1",
"Graduate","5","0","0","0","0","0","0","1","0","0","11","4","0","0","0","0","2","0","18","5","0","23","2",
"Total","94","35","6","2","14","7","80","47","2","1","659","345","8","4","17","16","18","14","898","471","0","1,369","4",
"Trinity College of Nursing &amp; Health Sciences","","","","","","","","","","","","","","","","",
"Undergraduate","8","1","0","0","3","2","11","1","1","0","182","14","3","0","0","0","6","0","214","18","0","232","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","8","1","0","0","3","2","11","1","1","0","182","14","3","0","0","0","6","0","214","18","0","232","4",
"Univ. of St. Mary of the Lake","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4",
"University of Chicago","","","","","","","","","","","","","","","","",
"Undergraduate","151","102","4","6","522","482","233","241","0","2","1,123","1,444","116","79","240","291","266","316","2,655","2,963","0","5,618","1",
"Graduate","181","178","13","8","374","560","155","214","0","0","1,644","2,603","124","106","837","1,668","481","481","3,809","5,818","0","9,627","2",
"Total","332","280","17","14","896","1,042","388","455","0","2","2,767","4,047","240","185","1,077","1,959","747","797","6,464","8,781","0","15,245","4",
"University of St. Francis","","","","","","","","","","","","","","","","",
"Undergraduate","89","60","6","2","36","11","154","70","5","2","999","355","17","19","13","13","4","1","1,323","533","0","1,856","1",
"Graduate","117","22","3","0","30","9","94","24","4","0","975","207","18","5","10","4","61","13","1,312","284","0","1,596","2",
"Total","206","82","9","2","66","20","248","94","9","2","1,974","562","35","24","23","17","65","14","2,635","817","0","3,452","4",
"VanderCook College of Music","","","","","","","","","","","","","","","","",
"Undergraduate","4","4","0","0","2","4","5","13","0","0","52","36","1","1","2","2","3","10","69","70","0","139","1",
"Graduate","2","1","0","0","0","0","0","1","0","0","40","30","0","0","0","2","8","4","50","38","0","88","2",
"Total","6","5","0","0","2","4","5","14","0","0","92","66","1","1","2","4","11","14","119","108","0","227","4",
"Wheaton College","","","","","","","","","","","","","","","","",
"Undergraduate","26","31","2","2","98","90","65","43","2","1","1,017","987","39","41","16","23","8","17","1,273","1,235","0","2,508","1",
"Graduate","10","6","0","3","19","11","9","5","0","0","163","150","0","0","22","20","60","48","283","243","0","526","2",
"Total","36","37","2","5","117","101","74","48","2","1","1,180","1,137","39","41","38","43","68","65","1,556","1,478","0","3,034","4",
" Total Enrollment at Independent NFP Institutions","","","","","","","","","","","","","","","","",
"Undergraduate","7,923","4,928","217","143","4,471","3,783","9,993","6,258","154","109","43,856","33,207","1,984","1,320","2,275","2,385","3,796","2,933","74,669","55,066","0","129,735","11",
"Graduate","5,286","2,140","114","64","3,200","2,729","3,017","1,872","70","53","26,339","18,028","694","481","4,265","6,037","4,322","3,507","47,307","34,911","0","82,218","12",
"Sector Total","13,209","7,068","331","207","7,671","6,512","13,010","8,130","224","162","70,195","51,235","2,678","1,801","6,540","8,422","8,118","6,440","121,976","89,977","0","211,953","14",
" Independent For-Profit Institutions:","","","","","","","","","","","","","","","","",
"Ambria College of Nursing","","","","","","","","","","","","","","","","",
"Undergraduate","56","11","6","2","80","31","39","3","4","3","85","4","0","0","0","0","0","0","270","54","0","324","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","56","11","6","2","80","31","39","3","4","3","85","4","0","0","0","0","0","0","270","54","0","324","4",
"American InterContinental University","","","","","","","","","","","","","","","","",
"Undergraduate","3,126","1,506","76","42","84","55","553","316","52","24","3,269","1,979","546","236","2","1","247","155","7,955","4,314","0","12,269","1",
"Graduate","636","247","8","3","22","22","56","46","7","4","395","240","91","36","1","0","54","31","1,270","629","0","1,899","2",
"Total","3,762","1,753","84","45","106","77","609","362","59","28","3,664","2,219","637","272","3","1","301","186","9,225","4,943","0","14,168","4",
"Chamberlain University","","","","","","","","","","","","","","","","",
"Undergraduate","171","20","5","0","252","70","245","25","27","11","730","77","19","8","24","6","70","10","1,543","227","0","1,770","1",
"Graduate","331","11","5","1","53","9","59","7","11","1","1,038","55","4","1","12","2","387","31","1,900","118","0","2,018","2",
"Total","502","31","10","1","305","79","304","32","38","12","1,768","132","23","9","36","8","457","41","3,443","345","0","3,788","4",
"Coyne College","","","","","","","","","","","","","","","","",
"Undergraduate","142","250","1","1","0","2","35","187","0","0","12","64","2","16","0","1","3","1","195","522","0","717","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","142","250","1","1","0","2","35","187","0","0","12","64","2","16","0","1","3","1","195","522","0","717","4",
"DeVry University (Closed)","","","","","","","","","","","","","","","","",
"Undergraduate","2,922","1,757","78","74","237","403","1,225","1,418","44","45","5,223","6,195","144","125","119","112","2,238","1,696","12,230","11,825","0","24,055","1",
"Graduate","1,703","710","13","18","178","216","373","262","17","9","1,564","1,454","32","18","159","123","770","439","4,809","3,249","0","8,058","2",
"Total","4,625","2,467","91","92","415","619","1,598","1,680","61","54","6,787","7,649","176","143","278","235","3,008","2,135","17,039","15,074","0","32,113","4",
"Fox College","","","","","","","","","","","","","","","","",
"Undergraduate","29","6","1","0","9","13","117","19","0","1","174","24","5","2","0","0","0","0","335","65","0","400","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","29","6","1","0","9","13","117","19","0","1","174","24","5","2","0","0","0","0","335","65","0","400","4",
"Harrington College of Design","","","","","","","","","","","","","","","","",
"Undergraduate","56","22","1","0","11","8","49","25","1","1","228","54","11","3","0","0","26","13","383","126","0","509","1",
"Graduate","12","3","0","0","4","2","7","0","0","0","81","11","0","0","0","0","5","1","109","17","0","126","2",
"Total","68","25","1","0","15","10","56","25","1","1","309","65","11","3","0","0","31","14","492","143","0","635","4",
"Kendall College","","","","","","","","","","","","","","","","",
"Undergraduate","319","34","4","0","33","19","200","66","7","1","656","230","18","7","82","55","56","25","1,375","437","0","1,812","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","319","34","4","0","33","19","200","66","7","1","656","230","18","7","82","55","56","25","1,375","437","0","1,812","4",
"Le Cordon Bleu College of Culinary Arts in Chicago","","","","","","","","","","","","","","","","",
"Undergraduate","205","190","3","3","12","16","74","84","0","3","146","224","8","9","0","0","187","185","635","714","0","1,349","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","205","190","3","3","12","16","74","84","0","3","146","224","8","9","0","0","187","185","635","714","0","1,349","4",
"Lincoln College of Technology","","","","","","","","","","","","","","","","",
"Undergraduate","45","210","0","3","1","16","98","464","0","4","20","164","2","19","0","0","3","11","169","891","0","1,060","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","45","210","0","3","1","16","98","464","0","4","20","164","2","19","0","0","3","11","169","891","0","1,060","4",
"Midstate College","","","","","","","","","","","","","","","","",
"Undergraduate","114","20","3","2","0","1","18","5","0","0","333","83","8","1","0","1","3","0","479","113","0","592","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","114","20","3","2","0","1","18","5","0","0","333","83","8","1","0","1","3","0","479","113","0","592","4",
"Midwestern Career College","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4",
"Northwestern College-Chicago","","","","","","","","","","","","","","","","",
"Undergraduate","225","51","11","0","15","2","140","46","1","0","100","20","4","2","0","0","1","2","497","123","0","620","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","225","51","11","0","15","2","140","46","1","0","100","20","4","2","0","0","1","2","497","123","0","620","4",
"Northwestern College-Southwest","","","","","","","","","","","","","","","","",
"Undergraduate","247","35","0","2","10","5","165","51","0","1","228","40","13","3","0","0","3","1","666","138","0","804","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","247","35","0","2","10","5","165","51","0","1","228","40","13","3","0","0","3","1","666","138","0","804","4",
"Sanford Brown College - Chicago","","","","","","","","","","","","","","","","",
"Undergraduate","128","85","0","2","10","7","44","42","1","0","62","41","12","4","0","0","26","22","283","203","0","486","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","128","85","0","2","10","7","44","42","1","0","62","41","12","4","0","0","26","22","283","203","0","486","4",
"Sanford-Brown College - Collinsville Campus (Closed)","","","","","","","","","","","","","","","","",
"Undergraduate","84","12","2","0","1","0","2","1","0","0","168","13","12","1","0","0","15","3","284","30","0","314","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","84","12","2","0","1","0","2","1","0","0","168","13","12","1","0","0","15","3","284","30","0","314","4",
"Solex College","","","","","","","","","","","","","","","","",
"Undergraduate","6","1","0","0","1","5","14","2","3","1","18","3","0","0","34","13","0","0","76","25","0","101","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","6","1","0","0","1","5","14","2","3","1","18","3","0","0","34","13","0","0","76","25","0","101","4",
"The College of Office Technology","","","","","","","","","","","","","","","","",
"Undergraduate","60","9","0","0","1","0","31","4","0","0","7","3","0","0","0","0","0","0","99","16","0","115","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","60","9","0","0","1","0","31","4","0","0","7","3","0","0","0","0","0","0","99","16","0","115","4",
"The Illinois Institute of Art-Chicago","","","","","","","","","","","","","","","","",
"Undergraduate","73","69","3","0","14","6","264","234","1","1","139","88","4","1","0","0","949","710","1,447","1,109","0","2,556","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","73","69","3","0","14","6","264","234","1","1","139","88","4","1","0","0","949","710","1,447","1,109","0","2,556","4",
"The Illinois Institute of Art-Schaumburg","","","","","","","","","","","","","","","","",
"Undergraduate","10","24","1","0","10","13","95","116","0","2","175","183","2","4","2","1","294","263","589","606","0","1,195","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","10","24","1","0","10","13","95","116","0","2","175","183","2","4","2","1","294","263","589","606","0","1,195","4",
"Tribeca Flashpoint College","","","","","","","","","","","","","","","","",
"Undergraduate","1","11","0","0","1","13","11","22","0","0","42","340","2","7","0","0","6","57","63","450","0","513","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","1","11","0","0","1","13","11","22","0","0","42","340","2","7","0","0","6","57","63","450","0","513","4",
"Vatterott College","","","","","","","","","","","","","","","","",
"Undergraduate","75","54","1","0","0","0","1","1","0","0","38","38","1","1","0","0","0","5","116","99","0","215","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","75","54","1","0","0","0","1","1","0","0","38","38","1","1","0","0","0","5","116","99","0","215","4",
"Westwood College-Chicago Loop","","","","","","","","","","","","","","","","",
"Undergraduate","162","134","3","2","2","3","25","32","0","0","9","18","0","1","0","0","46","47","247","237","0","484","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","162","134","3","2","2","3","25","32","0","0","9","18","0","1","0","0","46","47","247","237","0","484","4",
"Westwood College-DuPage","","","","","","","","","","","","","","","","",
"Undergraduate","41","27","1","0","2","1","40","32","0","0","45","54","0","0","0","0","19","16","148","130","0","278","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","41","27","1","0","2","1","40","32","0","0","45","54","0","0","0","0","19","16","148","130","0","278","4",
"Westwood College-O&#39;Hare Airport","","","","","","","","","","","","","","","","",
"Undergraduate","47","28","2","1","6","13","115","79","1","0","47","69","1","1","0","0","30","37","249","228","0","477","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","47","28","2","1","6","13","115","79","1","0","47","69","1","1","0","0","30","37","249","228","0","477","4",
"Westwood College-River Oaks","","","","","","","","","","","","","","","","",
"Undergraduate","173","90","1","1","0","0","28","15","0","0","18","23","1","1","0","0","26","11","247","141","0","388","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","173","90","1","1","0","0","28","15","0","0","18","23","1","1","0","0","26","11","247","141","0","388","4",
" Total Enrollment at Independent For-Profit Institutions","","","","","","","","","","","","","","","","",
"Undergraduate","8,517","4,656","203","135","792","702","3,628","3,289","142","98","11,972","10,031","815","452","263","190","4,248","3,270","30,580","22,823","0","53,403","11",
"Graduate","2,682","971","26","22","257","249","495","315","35","14","3,078","1,760","127","55","172","125","1,216","502","8,088","4,013","0","12,101","12",
"Sector Total","11,199","5,627","229","157","1,049","951","4,123","3,604","177","112","15,050","11,791","942","507","435","315","5,464","3,772","38,668","26,836","0","65,504","14",
" Out-of-State Institutions:","","","","","","","","","","","","","","","","",
"American College of Education","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","95","18","2","1","10","10","54","32","1","1","381","215","18","6","0","4","122","54","683","341","0","1,024","2",
"Total","95","18","2","1","10","10","54","32","1","1","381","215","18","6","0","4","122","54","683","341","0","1,024","4",
"Argosy University-Chicago Campus","","","","","","","","","","","","","","","","",
"Undergraduate","154","56","1","0","4","2","23","17","0","0","26","15","0","0","0","0","10","3","218","93","0","311","1",
"Graduate","298","90","2","1","30","20","63","21","3","1","229","109","0","0","0","0","16","12","641","254","0","895","2",
"Total","452","146","3","1","34","22","86","38","3","1","255","124","0","0","0","0","26","15","859","347","0","1,206","4",
"Argosy University-Schaumburg Campus","","","","","","","","","","","","","","","","",
"Undergraduate","10","9","0","0","5","4","13","6","0","0","59","29","0","0","0","0","5","0","92","48","0","140","1",
"Graduate","51","11","0","0","17","7","28","8","1","0","221","70","0","0","0","0","8","6","326","102","0","428","2",
"Total","61","20","0","0","22","11","41","14","1","0","280","99","0","0","0","0","13","6","418","150","0","568","4",
"Calumet College of Saint Joseph (IN)","","","","","","","","","","","","","","","","",
"Undergraduate","11","32","0","0","0","3","10","51","0","0","10","55","0","0","0","0","0","0","31","141","0","172","1",
"Graduate","15","12","0","0","0","0","1","7","0","0","4","20","0","0","0","0","0","0","20","39","0","59","2",
"Total","26","44","0","0","0","3","11","58","0","0","14","75","0","0","0","0","0","0","51","180","0","231","4",
"Cardinal Stritch University","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","3","0","0","0","1","0","0","0","0","0","7","3","1","0","0","0","0","0","12","3","0","15","2",
"Total","3","0","0","0","1","0","0","0","0","0","7","3","1","0","0","0","0","0","12","3","0","15","4",
"Colorado Technical University (CO)","","","","","","","","","","","","","","","","",
"Undergraduate","93","33","1","0","2","2","3","4","1","0","71","46","10","1","0","0","6","10","187","96","0","283","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","93","33","1","0","2","2","3","4","1","0","71","46","10","1","0","0","6","10","187","96","0","283","4",
"Columbia College (MO)","","","","","","","","","","","","","","","","",
"Undergraduate","105","52","1","4","10","12","88","45","1","0","298","236","7","2","1","2","100","84","611","437","0","1,048","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","105","52","1","4","10","12","88","45","1","0","298","236","7","2","1","2","100","84","611","437","0","1,048","4",
"Embry-Riddle Aeronautical University-Worldwide (FL)","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","1","0","2","0","0","1","16","0","0","0","0","1","1","2","20","0","22","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","2","0","2","2",
"Total","0","0","0","0","0","1","0","2","0","0","1","18","0","0","0","0","1","1","2","22","0","24","4",
"Franklin University (OH)","","","","","","","","","","","","","","","","",
"Undergraduate","7","3","0","0","2","0","1","0","0","0","56","39","2","0","0","0","1","1","69","43","0","112","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","7","3","0","0","2","0","1","0","0","0","56","39","2","0","0","0","1","1","69","43","0","112","4",
"ITT Tech. Inst. - Arlington Heights","","","","","","","","","","","","","","","","",
"Undergraduate","3","17","0","0","2","9","11","51","0","0","9","66","0","3","0","0","15","90","40","236","0","276","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","3","17","0","0","2","9","11","51","0","0","9","66","0","3","0","0","15","90","40","236","0","276","4",
"ITT Tech. Inst. - Oak Brook","","","","","","","","","","","","","","","","",
"Undergraduate","23","49","0","0","2","5","23","74","0","0","11","53","1","2","0","0","30","89","90","272","0","362","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","23","49","0","0","2","5","23","74","0","0","11","53","1","2","0","0","30","89","90","272","0","362","4",
"ITT Tech. Inst. - Orland Park","","","","","","","","","","","","","","","","",
"Undergraduate","97","93","1","3","1","5","17","34","0","0","45","44","4","5","0","0","85","89","250","273","0","523","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","97","93","1","3","1","5","17","34","0","0","45","44","4","5","0","0","85","89","250","273","0","523","4",
"ITT Technical Institute at Springfield","","","","","","","","","","","","","","","","",
"Undergraduate","8","22","2","3","0","0","2","2","0","0","15","47","2","1","0","0","0","1","29","76","0","105","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","8","22","2","3","0","0","2","2","0","0","15","47","2","1","0","0","0","1","29","76","0","105","4",
"Kaplan University (IA)","","","","","","","","","","","","","","","","",
"Undergraduate","270","79","10","3","12","7","4","6","2","0","538","168","0","0","0","0","687","219","1,523","482","0","2,005","1",
"Graduate","64","17","3","0","4","1","0","0","1","0","39","25","0","0","0","0","103","50","214","93","0","307","2",
"Total","334","96","13","3","16","8","4","6","3","0","577","193","0","0","0","0","790","269","1,737","575","0","2,312","4",
"Lindenwood University (MO)","","","","","","","","","","","","","","","","",
"Undergraduate","227","98","2","5","5","7","31","43","4","3","294","352","24","10","5","27","39","48","631","593","0","1,224","1",
"Graduate","195","39","0","0","0","1","8","4","0","0","195","94","8","5","3","2","24","7","433","152","0","585","2",
"Total","422","137","2","5","5","8","39","47","4","3","489","446","32","15","8","29","63","55","1,064","745","0","1,809","4",
"Logos Evangelical Seminary","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","0","0","0","0","15","16","0","0","0","0","0","0","0","0","0","0","0","0","15","16","0","31","2",
"Total","0","0","0","0","15","16","0","0","0","0","0","0","0","0","0","0","0","0","15","16","0","31","4",
"Mid-Continent Universiy KY (Closed)","","","","","","","","","","","","","","","","",
"Undergraduate","5","3","0","0","0","0","0","2","0","0","57","32","0","0","0","0","1","1","63","38","0","101","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","5","3","0","0","0","0","0","2","0","0","57","32","0","0","0","0","1","1","63","38","0","101","4",
"Midwest College of Oriental Medicine (WI)","","","","","","","","","","","","","","","","",
"Undergraduate","3","2","0","0","9","5","1","0","0","0","33","12","0","0","3","1","0","0","49","20","0","69","1",
"Graduate","8","5","2","0","11","10","6","5","0","0","75","24","0","0","2","1","0","0","104","45","0","149","2",
"Total","11","7","2","0","20","15","7","5","0","0","108","36","0","0","5","2","0","0","153","65","0","218","4",
"Missouri Baptist University (MO)","","","","","","","","","","","","","","","","",
"Undergraduate","2","0","0","0","0","0","0","0","0","0","43","15","0","0","0","0","4","2","49","17","0","66","1",
"Graduate","5","0","0","0","0","0","1","0","0","0","37","12","0","0","0","0","0","1","43","13","0","56","2",
"Total","7","0","0","0","0","0","1","0","0","0","80","27","0","0","0","0","4","3","92","30","0","122","4",
"Northwood University (MI)","","","","","","","","","","","","","","","","",
"Undergraduate","2","1","0","0","0","0","3","1","0","0","8","4","0","0","0","0","0","1","13","7","0","20","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","2","1","0","0","0","0","3","1","0","0","8","4","0","0","0","0","0","1","13","7","0","20","4",
"Pacific College of Oriental Medicine (CA)","","","","","","","","","","","","","","","","",
"Undergraduate","16","5","0","0","3","0","5","5","2","0","24","10","2","2","0","0","10","1","62","23","0","85","1",
"Graduate","3","2","0","0","7","2","5","6","0","0","81","20","3","0","0","0","14","4","113","34","0","147","2",
"Total","19","7","0","0","10","2","10","11","2","0","105","30","5","2","0","0","24","5","175","57","0","232","4",
"Park University (MO)","","","","","","","","","","","","","","","","",
"Undergraduate","21","18","0","1","2","5","5","3","0","0","52","97","3","2","0","0","0","0","83","126","0","209","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","21","18","0","1","2","5","5","3","0","0","52","97","3","2","0","0","0","0","83","126","0","209","4",
"Rasmussen College (MN)","","","","","","","","","","","","","","","","",
"Undergraduate","306","55","6","2","17","10","169","57","6","3","719","208","55","18","0","0","69","18","1,347","371","0","1,718","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","306","55","6","2","17","10","169","57","6","3","719","208","55","18","0","0","69","18","1,347","371","0","1,718","4",
"Sanford-Brown College - Hillside Campus (Closed)","","","","","","","","","","","","","","","","",
"Undergraduate","23","0","0","0","1","0","13","4","0","0","13","4","0","0","0","0","171","20","221","28","0","249","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","23","0","0","0","1","0","13","4","0","0","13","4","0","0","0","0","171","20","221","28","0","249","4",
"Sanford-Brown College - Skokie Campus (Closed)","","","","","","","","","","","","","","","","",
"Undergraduate","58","10","4","0","14","6","61","9","3","1","43","10","2","0","0","0","76","12","261","48","0","309","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","58","10","4","0","14","6","61","9","3","1","43","10","2","0","0","0","76","12","261","48","0","309","4",
"Sanford-Brown College - Tinley Park Campus (Closed)","","","","","","","","","","","","","","","","",
"Undergraduate","128","6","1","0","1","1","9","0","1","0","54","3","3","0","0","0","48","5","245","15","0","260","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","128","6","1","0","1","1","9","0","1","0","54","3","3","0","0","0","48","5","245","15","0","260","4",
"Stautzenberger College-Rockford Career College","","","","","","","","","","","","","","","","",
"Undergraduate","139","33","1","0","2","1","26","6","0","0","279","45","4","0","0","0","1","0","452","85","0","537","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","139","33","1","0","2","1","26","6","0","0","279","45","4","0","0","0","1","0","452","85","0","537","4",
"Strayer University","","","","","","","","","","","","","","","","",
"Undergraduate","69","48","0","1","1","3","12","10","0","0","20","7","1","0","0","1","3","6","106","76","0","182","1",
"Graduate","21","8","0","0","0","2","4","1","0","0","8","8","0","0","2","0","0","2","35","21","0","56","2",
"Total","90","56","0","1","1","5","16","11","0","0","28","15","1","0","2","1","3","8","141","97","0","238","4",
"The Chicago School of Professional Psychology","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","377","87","10","4","93","28","195","45","7","1","1,271","333","32","8","58","12","123","38","2,166","556","0","2,722","2",
"Total","377","87","10","4","93","28","195","45","7","1","1,271","333","32","8","58","12","123","38","2,166","556","0","2,722","4",
"The Southern Baptist Theol. Sem. (KY)","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","0","0","0","0","1","0","0","1","0","0","0","4","0","0","0","0","0","1","1","6","0","7","2",
"Total","0","0","0","0","1","0","0","1","0","0","0","4","0","0","0","0","0","1","1","6","0","7","4",
"University of Notre Dame (IN)","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","0","3","1","0","2","6","0","2","0","0","11","29","2","3","0","2","0","1","16","46","0","62","2",
"Total","0","3","1","0","2","6","0","2","0","0","11","29","2","3","0","2","0","1","16","46","0","62","4",
"University of Phoenix (AZ) CLOSED","","","","","","","","","","","","","","","","",
"Undergraduate","279","96","4","3","3","10","68","54","1","2","78","97","9","7","7","5","231","170","680","444","0","1,124","1",
"Graduate","25","9","0","0","2","3","8","1","1","0","5","12","0","0","1","1","10","12","52","38","0","90","2",
"Total","304","105","4","3","5","13","76","55","2","2","83","109","9","7","8","6","241","182","732","482","0","1,214","4",
"Webster University (MO)","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","33","31","1","0","2","14","4","10","0","0","56","112","0","0","0","0","10","19","106","186","0","292","2",
"Total","33","31","1","0","2","14","4","10","0","0","56","112","0","0","0","0","10","19","106","186","0","292","4",
" Total Enrollment at Out-of-State Institutions","","","","","","","","","","","","","","","","",
