"InstrLevel","AfAmF","AfAmM","AIANF","AIANM","AsianF","AsianM","HispF","HispM","NHOPIF","NHOPIM","WhF","WhM","MultF","MultM","NRAF","NRAM","UnkF","UnkM","AllF","AllM","GenderNoneTotal","AllTotal","SortNum",
"Total","5","0","0","0","7","1","6","0","0","0","157","12","5","0","0","0","0","0","180","13","0","193","4",
"St. Augustine College","","","","","","","","","","","","","","","","",
"Undergraduate","43","22","1","0","43","46","1,065","281","0","1","10","8","2","0","16","5","14","11","1,194","374","0","1,568","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","43","22","1","0","43","46","1,065","281","0","1","10","8","2","0","16","5","14","11","1,194","374","0","1,568","4",
"St. Francis Medical Center College of Nursing","","","","","","","","","","","","","","","","",
"Undergraduate","26","1","2","0","7","2","5","1","0","0","265","30","0","0","0","0","0","0","305","34","0","339","1",
"Graduate","1","0","1","0","2","1","3","1","0","0","133","9","0","0","0","0","0","0","140","11","0","151","2",
"Total","27","1","3","0","9","3","8","2","0","0","398","39","0","0","0","0","0","0","445","45","0","490","4",
"St. Johns College","","","","","","","","","","","","","","","","",
"Undergraduate","3","0","0","0","2","0","0","0","0","0","75","4","1","0","0","0","5","0","86","4","0","90","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","3","0","0","0","2","0","0","0","0","0","75","4","1","0","0","0","5","0","86","4","0","90","4",
"St. Sava Serb. Orth. Sch. Theo.","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27","0","0","0","27","0","27","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27","0","0","0","27","0","27","4",
"St. Xavier University","","","","","","","","","","","","","","","","",
"Undergraduate","385","110","9","6","63","32","311","154","2","0","1,122","550","21","11","2","2","127","61","2,042","926","0","2,968","1",
"Graduate","263","56","3","3","22","11","79","34","1","0","902","300","6","1","8","5","133","57","1,417","467","0","1,884","2",
"Total","648","166","12","9","85","43","390","188","3","0","2,024","850","27","12","10","7","260","118","3,459","1,393","0","4,852","4",
"Telshe Yeshiva","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","57","0","0","0","2","0","0","0","59","0","59","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","14","0","0","0","0","0","0","0","14","0","14","2",
"Total","0","0","0","0","0","0","0","0","0","0","0","71","0","0","0","2","0","0","0","73","0","73","4",
"The Chicago Institute for Psychoanalysis","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","0","1","0","0","3","0","0","2","0","0","53","20","0","0","0","0","0","0","56","23","0","79","2",
"Total","0","1","0","0","3","0","0","2","0","0","53","20","0","0","0","0","0","0","56","23","0","79","4",
"The John Marshall Law School","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","99","42","5","5","43","53","67","64","0","0","462","620","0","0","23","23","51","56","750","863","0","1,613","2",
"Total","99","42","5","5","43","53","67","64","0","0","462","620","0","0","23","23","51","56","750","863","0","1,613","4",
"Toyota Technological Institute at Chicago","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","11","0","0","1","13","0","14","2",
"Total","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","11","0","0","1","13","0","14","4",
"Trinity Christian College","","","","","","","","","","","","","","","","",
"Undergraduate","91","47","1","0","12","7","76","30","5","0","735","399","5","0","12","17","31","23","968","523","0","1,491","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","91","47","1","0","12","7","76","30","5","0","735","399","5","0","12","17","31","23","968","523","0","1,491","4",
"Trinity College of Nursing &amp; Health Sciences","","","","","","","","","","","","","","","","",
"Undergraduate","2","0","0","0","2","0","8","3","0","0","180","35","0","0","0","0","7","1","199","39","0","238","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","2","0","0","0","2","0","8","3","0","0","180","35","0","0","0","0","7","1","199","39","0","238","4",
"Trinity International University","","","","","","","","","","","","","","","","",
"Undergraduate","120","89","3","1","19","18","22","39","0","1","339","307","1","1","5","7","43","26","552","489","0","1,041","1",
"Graduate","31","37","1","0","16","60","6","15","0","0","141","451","0","1","26","99","203","415","424","1,078","0","1,502","2",
"Total","151","126","4","1","35","78","28","54","0","1","480","758","1","2","31","106","246","441","976","1,567","0","2,543","4",
"Univ. of St. Mary of the Lake","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","1","3","0","0","0","1","0","11","0","0","11","112","0","0","1","72","0","0","13","199","0","212","2",
"Total","1","3","0","0","0","1","0","11","0","0","11","112","0","0","1","72","0","0","13","199","0","212","4",
"University of Chicago","","","","","","","","","","","","","","","","",
"Undergraduate","175","97","2","4","440","414","205","197","0","1","986","1,272","174","104","220","249","361","369","2,563","2,707","0","5,270","1",
"Graduate","233","191","14","8","415","561","131","181","2","0","1,815","2,702","144","132","785","1,692","395","481","3,934","5,948","0","9,882","2",
"Total","408","288","16","12","855","975","336","378","2","1","2,801","3,974","318","236","1,005","1,941","756","850","6,497","8,655","0","15,152","4",
"University of St. Francis","","","","","","","","","","","","","","","","",
"Undergraduate","77","58","1","0","31","12","145","53","5","2","989","360","14","13","3","9","2","2","1,267","509","0","1,776","1",
"Graduate","117","19","2","0","20","6","59","26","1","1","944","229","11","5","5","1","21","12","1,180","299","0","1,479","2",
"Total","194","77","3","0","51","18","204","79","6","3","1,933","589","25","18","8","10","23","14","2,447","808","0","3,255","4",
"Urbana Theological Seminary","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","1","1","0","0","2","3","0","0","0","0","12","15","0","2","0","0","0","1","15","22","0","37","2",
"Total","1","1","0","0","2","3","0","0","0","0","12","15","0","2","0","0","0","1","15","22","0","37","4",
"VanderCook College of Music","","","","","","","","","","","","","","","","",
"Undergraduate","5","8","0","0","4","2","3","12","0","0","57","39","0","0","4","3","16","18","89","82","0","171","1",
"Graduate","3","3","0","0","1","0","1","0","0","0","29","24","0","0","1","0","91","56","126","83","0","209","2",
"Total","8","11","0","0","5","2","4","12","0","0","86","63","0","0","5","3","107","74","215","165","0","380","4",
"Wheaton College","","","","","","","","","","","","","","","","",
"Undergraduate","33","37","1","2","97","89","62","32","3","0","1,011","1,001","6","8","12","13","15","12","1,240","1,194","0","2,434","1",
"Graduate","6","10","0","2","18","10","6","4","0","0","180","183","0","0","24","20","86","43","320","272","0","592","2",
"Total","39","47","1","4","115","99","68","36","3","0","1,191","1,184","6","8","36","33","101","55","1,560","1,466","0","3,026","4",
" Total Enrollment at Independent NFP Institutions","","","","","","","","","","","","","","","","",
"Undergraduate","8,798","5,031","216","152","4,662","3,994","9,035","5,573","151","130","48,388","35,642","1,547","964","1,954","2,023","5,889","4,565","80,640","58,074","0","138,714","11",
"Graduate","5,324","2,019","103","72","3,017","2,811","2,907","1,764","70","51","28,866","19,889","615","382","3,846","6,171","6,694","5,105","51,442","38,264","0","89,706","12",
"Sector Total","14,122","7,050","319","224","7,679","6,805","11,942","7,337","221","181","77,254","55,531","2,162","1,346","5,800","8,194","12,583","9,670","132,082","96,338","0","228,420","14",
" Independent For-Profit Institutions:","","","","","","","","","","","","","","","","",
"American InterContinental University","","","","","","","","","","","","","","","","",
"Undergraduate","6,006","2,420","158","90","143","108","1,058","577","88","39","7,033","3,529","663","300","1","1","539","274","15,689","7,338","0","23,027","1",
"Graduate","713","311","7","5","30","25","93","58","3","3","461","289","59","28","0","1","57","34","1,423","754","0","2,177","2",
"Total","6,719","2,731","165","95","173","133","1,151","635","91","42","7,494","3,818","722","328","1","2","596","308","17,112","8,092","0","25,204","4",
"Chamberlain University","","","","","","","","","","","","","","","","",
"Undergraduate","47","7","1","0","132","46","118","11","7","1","375","21","3","0","4","1","173","30","860","117","0","977","1",
"Graduate","106","7","1","2","9","1","14","1","1","0","360","27","3","0","2","0","153","4","649","42","0","691","2",
"Total","153","14","2","2","141","47","132","12","8","1","735","48","6","0","6","1","326","34","1,509","159","0","1,668","4",
"Coyne College","","","","","","","","","","","","","","","","",
"Undergraduate","136","381","0","0","0","8","21","231","0","1","8","119","0","0","0","0","13","11","178","751","0","929","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","136","381","0","0","0","8","21","231","0","1","8","119","0","0","0","0","13","11","178","751","0","929","4",
"DeVry University (Closed)","","","","","","","","","","","","","","","","",
"Undergraduate","3,680","2,177","91","82","279","407","1,552","1,840","35","44","5,120","6,714","120","88","48","85","4,611","4,368","15,536","15,805","0","31,341","1",
"Graduate","1,957","833","17","20","213","193","418","303","23","5","1,587","1,483","31","21","76","76","1,344","918","5,666","3,852","0","9,518","2",
"Total","5,637","3,010","108","102","492","600","1,970","2,143","58","49","6,707","8,197","151","109","124","161","5,955","5,286","21,202","19,657","0","40,859","4",
"Fox College","","","","","","","","","","","","","","","","",
"Undergraduate","37","8","0","0","5","4","114","22","0","0","181","37","8","1","0","0","0","0","345","72","0","417","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","37","8","0","0","5","4","114","22","0","0","181","37","8","1","0","0","0","0","345","72","0","417","4",
"Harrington College of Design","","","","","","","","","","","","","","","","",
"Undergraduate","78","41","2","0","23","15","85","33","3","1","467","111","7","2","0","0","30","9","695","212","0","907","1",
"Graduate","6","2","0","0","6","0","3","2","0","0","56","9","1","0","0","0","7","2","79","15","0","94","2",
"Total","84","43","2","0","29","15","88","35","3","1","523","120","8","2","0","0","37","11","774","227","0","1,001","4",
"Kendall College","","","","","","","","","","","","","","","","",
"Undergraduate","444","57","4","2","52","48","238","77","5","3","939","348","20","2","87","61","96","62","1,885","660","0","2,545","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","444","57","4","2","52","48","238","77","5","3","939","348","20","2","87","61","96","62","1,885","660","0","2,545","4",
"Le Cordon Bleu College of Culinary Arts in Chicago","","","","","","","","","","","","","","","","",
"Undergraduate","91","125","1","9","13","22","69","80","3","4","137","246","10","12","0","0","218","279","542","777","0","1,319","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","91","125","1","9","13","22","69","80","3","4","137","246","10","12","0","0","218","279","542","777","0","1,319","4",
"Lincoln College of Technology","","","","","","","","","","","","","","","","",
"Undergraduate","161","451","2","6","3","34","228","542","0","0","52","200","0","0","0","0","6","29","452","1,262","0","1,714","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","161","451","2","6","3","34","228","542","0","0","52","200","0","0","0","0","6","29","452","1,262","0","1,714","4",
"Midstate College","","","","","","","","","","","","","","","","",
"Undergraduate","128","29","4","0","2","0","16","2","0","1","402","96","11","4","0","0","6","2","569","134","0","703","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","128","29","4","0","2","0","16","2","0","1","402","96","11","4","0","0","6","2","569","134","0","703","4",
"Northwestern College-Chicago","","","","","","","","","","","","","","","","",
"Undergraduate","289","65","3","0","14","11","192","52","8","1","163","30","3","1","0","0","5","5","677","165","0","842","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","289","65","3","0","14","11","192","52","8","1","163","30","3","1","0","0","5","5","677","165","0","842","4",
"Northwestern College-Southwest","","","","","","","","","","","","","","","","",
"Undergraduate","412","58","1","1","1","21","260","81","0","0","290","77","8","4","1","0","24","5","997","247","0","1,244","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","412","58","1","1","1","21","260","81","0","0","290","77","8","4","1","0","24","5","997","247","0","1,244","4",
"Sanford Brown College - Chicago","","","","","","","","","","","","","","","","",
"Undergraduate","362","289","8","3","38","11","127","138","1","1","224","112","39","23","0","0","21","14","820","591","0","1,411","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","362","289","8","3","38","11","127","138","1","1","224","112","39","23","0","0","21","14","820","591","0","1,411","4",
"Sanford-Brown College - Collinsville Campus (Closed)","","","","","","","","","","","","","","","","",
"Undergraduate","184","29","2","1","3","0","7","1","0","0","355","39","44","6","0","0","33","4","628","80","0","708","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","184","29","2","1","3","0","7","1","0","0","355","39","44","6","0","0","33","4","628","80","0","708","4",
"Solex College","","","","","","","","","","","","","","","","",
"Undergraduate","5","2","0","0","20","6","28","4","0","0","66","12","0","0","520","349","0","0","639","373","0","1,012","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","5","2","0","0","20","6","28","4","0","0","66","12","0","0","520","349","0","0","639","373","0","1,012","4",
"Taylor Business Institute","","","","","","","","","","","","","","","","",
"Undergraduate","92","53","0","0","0","0","14","12","0","0","4","3","0","0","47","83","0","0","157","151","0","308","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","92","53","0","0","0","0","14","12","0","0","4","3","0","0","47","83","0","0","157","151","0","308","4",
"The College of Office Technology","","","","","","","","","","","","","","","","",
"Undergraduate","245","51","0","0","0","2","49","20","0","0","7","4","0","0","0","0","0","0","301","77","0","378","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","245","51","0","0","0","2","49","20","0","0","7","4","0","0","0","0","0","0","301","77","0","378","4",
"The Illinois Institute of Art-Chicago","","","","","","","","","","","","","","","","",
"Undergraduate","113","72","5","2","28","10","92","67","0","0","248","139","0","0","1","0","1,324","966","1,811","1,256","0","3,067","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","113","72","5","2","28","10","92","67","0","0","248","139","0","0","1","0","1,324","966","1,811","1,256","0","3,067","4",
"The Illinois Institute of Art-Schaumburg","","","","","","","","","","","","","","","","",
"Undergraduate","49","66","9","4","28","20","52","61","0","3","304","261","5","6","0","0","256","245","703","666","0","1,369","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","49","66","9","4","28","20","52","61","0","3","304","261","5","6","0","0","256","245","703","666","0","1,369","4",
"Tribeca Flashpoint College","","","","","","","","","","","","","","","","",
"Undergraduate","4","19","0","0","2","8","10","29","0","0","44","341","1","4","0","0","4","7","65","408","0","473","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","4","19","0","0","2","8","10","29","0","0","44","341","1","4","0","0","4","7","65","408","0","473","4",
"Vatterott College","","","","","","","","","","","","","","","","",
"Undergraduate","15","12","3","2","0","1","4","4","0","1","196","164","5","1","0","0","2","0","225","185","0","410","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","15","12","3","2","0","1","4","4","0","1","196","164","5","1","0","0","2","0","225","185","0","410","4",
"Westwood College-Chicago Loop","","","","","","","","","","","","","","","","",
"Undergraduate","254","194","0","1","3","2","74","88","0","0","26","46","32","50","0","0","28","22","417","403","0","820","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","254","194","0","1","3","2","74","88","0","0","26","46","32","50","0","0","28","22","417","403","0","820","4",
"Westwood College-DuPage","","","","","","","","","","","","","","","","",
"Undergraduate","62","48","1","1","4","6","62","75","0","0","86","176","15","21","0","0","22","31","252","358","0","610","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","62","48","1","1","4","6","62","75","0","0","86","176","15","21","0","0","22","31","252","358","0","610","4",
"Westwood College-O&#39;Hare Airport","","","","","","","","","","","","","","","","",
"Undergraduate","71","47","2","1","9","18","141","159","0","0","80","123","37","55","0","0","31","37","371","440","0","811","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","71","47","2","1","9","18","141","159","0","0","80","123","37","55","0","0","31","37","371","440","0","811","4",
"Westwood College-River Oaks","","","","","","","","","","","","","","","","",
"Undergraduate","223","173","0","1","0","2","33","39","0","0","30","39","11","9","0","0","39","32","336","295","0","631","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","223","173","0","1","0","2","33","39","0","0","30","39","11","9","0","0","39","32","336","295","0","631","4",
"Worsham College of Mortuary Science","","","","","","","","","","","","","","","","",
"Undergraduate","9","8","0","0","0","0","4","3","0","1","43","49","2","3","0","0","0","0","58","64","0","122","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","9","8","0","0","0","0","4","3","0","1","43","49","2","3","0","0","0","0","58","64","0","122","4",
" Total Enrollment at Independent For-Profit Institutions","","","","","","","","","","","","","","","","",
"Undergraduate","13,197","6,882","297","206","802","810","4,648","4,248","150","101","16,880","13,036","1,044","592","709","580","7,481","6,432","45,208","32,887","0","78,095","11",
"Graduate","2,782","1,153","25","27","258","219","528","364","27","8","2,464","1,808","94","49","78","77","1,561","958","7,817","4,663","0","12,480","12",
"Sector Total","15,979","8,035","322","233","1,060","1,029","5,176","4,612","177","109","19,344","14,844","1,138","641","787","657","9,042","7,390","53,025","37,550","0","90,575","14",
" Out-of-State Institutions:","","","","","","","","","","","","","","","","",
"American College of Education","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","336","88","7","3","38","17","259","76","1","1","1,343","537","41","13","19","14","269","121","2,313","870","0","3,183","2",
"Total","336","88","7","3","38","17","259","76","1","1","1,343","537","41","13","19","14","269","121","2,313","870","0","3,183","4",
"Argosy University-Chicago Campus","","","","","","","","","","","","","","","","",
"Undergraduate","115","42","0","1","2","3","33","11","0","0","27","19","1","1","0","0","20","7","198","84","0","282","1",
"Graduate","360","107","3","0","34","10","69","23","2","0","314","138","2","2","16","23","59","20","859","323","0","1,182","2",
"Total","475","149","3","1","36","13","102","34","2","0","341","157","3","3","16","23","79","27","1,057","407","0","1,464","4",
"Argosy University-Schaumburg Campus","","","","","","","","","","","","","","","","",
"Undergraduate","24","11","0","1","10","5","21","7","0","0","86","26","0","0","1","1","9","4","151","55","0","206","1",
"Graduate","72","22","0","1","23","4","21","7","1","0","292","108","3","0","2","4","20","9","434","155","0","589","2",
"Total","96","33","0","2","33","9","42","14","1","0","378","134","3","0","3","5","29","13","585","210","0","795","4",
"Calumet College of Saint Joseph (IN)","","","","","","","","","","","","","","","","",
"Undergraduate","23","33","0","3","0","1","16","63","0","0","13","77","0","0","0","0","0","0","52","177","0","229","1",
"Graduate","10","12","0","0","0","0","5","6","0","0","4","22","0","0","0","0","0","0","19","40","0","59","2",
"Total","33","45","0","3","0","1","21","69","0","0","17","99","0","0","0","0","0","0","71","217","0","288","4",
"Colorado Technical University (CO)","","","","","","","","","","","","","","","","",
"Undergraduate","61","11","2","0","2","1","3","2","1","0","65","49","3","0","0","0","16","5","153","68","0","221","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","61","11","2","0","2","1","3","2","1","0","65","49","3","0","0","0","16","5","153","68","0","221","4",
"Columbia College (MO)","","","","","","","","","","","","","","","","",
"Undergraduate","101","52","3","2","11","17","60","25","0","0","228","149","0","0","0","1","268","149","671","395","0","1,066","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","101","52","3","2","11","17","60","25","0","0","228","149","0","0","0","1","268","149","671","395","0","1,066","4",
"Embry-Riddle Aeronautical University-Worldwide (FL)","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","1","6","0","0","0","0","0","0","1","6","0","7","1",
"Graduate","1","0","0","0","0","0","0","0","0","1","0","3","0","0","0","1","0","1","1","6","0","7","2",
"Total","1","0","0","0","0","0","0","0","0","1","1","9","0","0","0","1","0","1","2","12","0","14","4",
"Franklin University (OH)","","","","","","","","","","","","","","","","",
"Undergraduate","9","6","1","0","3","0","2","0","0","0","101","55","0","0","0","0","3","1","119","62","0","181","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","9","6","1","0","3","0","2","0","0","0","101","55","0","0","0","0","3","1","119","62","0","181","4",
"ITT Tech. Inst. - Arlington Heights","","","","","","","","","","","","","","","","",
"Undergraduate","8","39","0","2","4","36","29","115","0","2","44","223","0","1","0","0","0","10","85","428","0","513","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","8","39","0","2","4","36","29","115","0","2","44","223","0","1","0","0","0","10","85","428","0","513","4",
"ITT Tech. Inst. - Oak Brook","","","","","","","","","","","","","","","","",
"Undergraduate","58","109","1","1","2","8","27","107","0","1","22","121","0","0","0","0","4","9","114","356","0","470","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","58","109","1","1","2","8","27","107","0","1","22","121","0","0","0","0","4","9","114","356","0","470","4",
"ITT Tech. Inst. - Orland Park","","","","","","","","","","","","","","","","",
"Undergraduate","69","198","0","1","0","5","19","64","0","0","42","132","0","0","0","0","6","22","136","422","0","558","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","69","198","0","1","0","5","19","64","0","0","42","132","0","0","0","0","6","22","136","422","0","558","4",
"Kaplan University (IA)","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1,900","634","1,900","634","0","2,534","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","285","100","285","100","0","385","2",
"Total","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2,185","734","2,185","734","0","2,919","4",
"Lindenwood University (MO)","","","","","","","","","","","","","","","","",
"Undergraduate","190","47","1","3","2","3","7","14","0","0","135","109","0","0","5","8","96","50","436","234","0","670","1",
"Graduate","129","32","1","0","3","0","3","2","0","0","94","49","0","0","0","2","126","51","356","136","0","492","2",
"Total","319","79","2","3","5","3","10","16","0","0","229","158","0","0","5","10","222","101","792","370","0","1,162","4",
"Mid-Continent Universiy KY (Closed)","","","","","","","","","","","","","","","","",
"Undergraduate","10","2","0","1","0","0","3","0","0","0","110","54","1","0","0","0","7","3","131","60","0","191","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","10","2","0","1","0","0","3","0","0","0","110","54","1","0","0","0","7","3","131","60","0","191","4",
"Midwest College of Oriental Medicine (WI)","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","8","5","0","0","18","10","7","1","0","0","54","26","0","0","3","0","0","0","90","42","0","132","2",
"Total","8","5","0","0","18","10","7","1","0","0","54","26","0","0","3","0","0","0","90","42","0","132","4",
"Missouri Baptist University (MO)","","","","","","","","","","","","","","","","",
"Undergraduate","2","0","0","1","0","0","0","0","0","0","24","8","0","0","0","0","11","3","37","12","0","49","1",
"Graduate","6","1","1","0","0","0","0","0","0","0","37","16","0","0","0","0","2","1","46","18","0","64","2",
"Total","8","1","1","1","0","0","0","0","0","0","61","24","0","0","0","0","13","4","83","30","0","113","4",
"Northwood University (MI)","","","","","","","","","","","","","","","","",
"Undergraduate","4","1","0","0","0","0","4","2","0","0","9","9","0","0","0","0","4","5","21","17","0","38","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","4","1","0","0","0","0","4","2","0","0","9","9","0","0","0","0","4","5","21","17","0","38","4",
"Nova Southeastern University (FL)","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","6","2","0","0","0","0","0","0","0","0","5","0","0","0","0","0","1","0","12","2","0","14","2",
"Total","6","2","0","0","0","0","0","0","0","0","5","0","0","0","0","0","1","0","12","2","0","14","4",
"Pacific College of Oriental Medicine (CA)","","","","","","","","","","","","","","","","",
"Undergraduate","11","12","0","2","5","0","5","1","0","0","27","12","0","0","0","0","3","1","51","28","0","79","1",
"Graduate","9","5","0","0","9","4","12","5","0","0","108","36","0","0","0","0","4","0","142","50","0","192","2",
"Total","20","17","0","2","14","4","17","6","0","0","135","48","0","0","0","0","7","1","193","78","0","271","4",
"Park University (MO)","","","","","","","","","","","","","","","","",
"Undergraduate","33","34","1","0","2","6","5","3","0","0","62","111","0","0","0","0","0","0","103","154","0","257","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","33","34","1","0","2","6","5","3","0","0","62","111","0","0","0","0","0","0","103","154","0","257","4",
"Rasmussen College (MN)","","","","","","","","","","","","","","","","",
"Undergraduate","499","137","3","0","13","6","254","113","4","1","855","267","16","9","0","1","0","0","1,644","534","0","2,178","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","499","137","3","0","13","6","254","113","4","1","855","267","16","9","0","1","0","0","1,644","534","0","2,178","4",
"Stautzenberger College-Rockford Career College","","","","","","","","","","","","","","","","",
"Undergraduate","192","52","0","1","5","2","53","9","0","0","363","74","0","0","0","0","0","0","613","138","0","751","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","192","52","0","1","5","2","53","9","0","0","363","74","0","0","0","0","0","0","613","138","0","751","4",
"The Chicago School of Professional Psychology","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","235","41","5","3","70","12","148","37","8","0","1,059","240","44","10","61","13","359","90","1,989","446","0","2,435","2",
"Total","235","41","5","3","70","12","148","37","8","0","1,059","240","44","10","61","13","359","90","1,989","446","0","2,435","4",
"The Southern Baptist Theol. Sem. (KY)","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","0","0","0","0","0","0","0","1","0","0","0","5","0","0","0","0","0","2","0","8","0","8","2",
