"InstrLevel","AfAmF","AfAmM","AIANF","AIANM","AsianF","AsianM","HispF","HispM","NHOPIF","NHOPIM","WhF","WhM","MultF","MultM","NRAF","NRAM","UnkF","UnkM","AllF","AllM","GenderNoneTotal","AllTotal","SortNum",
"Undergraduate","46","49","1","0","43","13","170","80","1","2","1,073","822","49","35","56","74","11","12","1,450","1,087","0","2,537","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","46","49","1","0","43","13","170","80","1","2","1,073","822","49","35","56","74","11","12","1,450","1,087","0","2,537","4",
"Aurora University","","","","","","","","","","","","","","","","",
"Undergraduate","166","119","5","6","61","29","721","306","1","2","1,222","729","52","50","2","7","131","65","2,361","1,313","0","3,674","1",
"Graduate","120","32","1","0","21","5","154","32","2","0","875","288","20","7","3","3","71","29","1,267","396","0","1,663","2",
"Total","286","151","6","6","82","34","875","338","3","2","2,097","1,017","72","57","5","10","202","94","3,628","1,709","0","5,337","4",
"Benedictine University","","","","","","","","","","","","","","","","",
"Undergraduate","129","108","4","4","301","199","198","137","6","10","703","576","0","0","25","13","161","115","1,527","1,162","0","2,689","1",
"Graduate","49","26","1","1","66","34","34","16","0","1","269","130","0","0","18","17","171","66","608","291","0","899","2",
"Total","178","134","5","5","367","233","232","153","6","11","972","706","0","0","43","30","332","181","2,135","1,453","0","3,588","4",
"Bexley Hall Seabury Western Theological Seminary Federation","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","1","4","0","0","1","0","0","0","0","0","14","13","0","0","0","0","0","0","16","17","0","33","2",
"Total","1","4","0","0","1","0","0","0","0","0","14","13","0","0","0","0","0","0","16","17","0","33","4",
"Blackburn College","","","","","","","","","","","","","","","","",
"Undergraduate","38","34","1","0","2","3","8","9","0","1","247","207","13","9","5","4","8","7","322","274","0","596","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","38","34","1","0","2","3","8","9","0","1","247","207","13","9","5","4","8","7","322","274","0","596","4",
"Blessing-Rieman College of Nursing","","","","","","","","","","","","","","","","",
"Undergraduate","7","1","0","0","3","1","3","0","0","0","207","32","1","0","0","0","0","0","221","34","0","255","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","13","2","0","0","0","0","0","0","13","2","0","15","2",
"Total","7","1","0","0","3","1","3","0","0","0","220","34","1","0","0","0","0","0","234","36","0","270","4",
"Bradley University","","","","","","","","","","","","","","","","",
"Undergraduate","135","81","3","4","76","52","173","130","2","1","1,204","1,340","34","41","13","53","620","511","2,260","2,213","0","4,473","1",
"Graduate","9","6","1","0","5","4","1","4","0","0","151","85","6","2","110","269","379","93","662","463","0","1,125","2",
"Total","144","87","4","4","81","56","174","134","2","1","1,355","1,425","40","43","123","322","999","604","2,922","2,676","0","5,598","4",
"Catholic Theological Union","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","11","10","1","2","0","31","15","28","0","0","45","69","0","0","21","67","27","27","120","234","0","354","2",
"Total","11","10","1","2","0","31","15","28","0","0","45","69","0","0","21","67","27","27","120","234","0","354","4",
"Chicago ORT Technical Institute","","","","","","","","","","","","","","","","",
"Undergraduate","0","1","0","0","1","1","1","0","0","0","7","1","1","0","0","0","0","0","10","3","0","13","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","0","1","0","0","1","1","1","0","0","0","7","1","1","0","0","0","0","0","10","3","0","13","4",
"Chicago Theological Seminary","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","46","28","0","0","2","5","7","7","0","0","64","57","5","4","3","17","4","3","131","121","0","252","2",
"Total","46","28","0","0","2","5","7","7","0","0","64","57","5","4","3","17","4","3","131","121","0","252","4",
"Columbia College Chicago","","","","","","","","","","","","","","","","",
"Undergraduate","645","453","9","11","142","123","578","459","2","2","2,447","1,823","232","128","160","128","286","181","4,501","3,308","0","7,809","1",
"Graduate","33","17","0","1","10","2","8","11","0","0","104","54","3","2","38","18","3","7","199","112","0","311","2",
"Total","678","470","9","12","152","125","586","470","2","2","2,551","1,877","235","130","198","146","289","188","4,700","3,420","0","8,120","4",
"Concordia University Chicago","","","","","","","","","","","","","","","","",
"Undergraduate","104","81","3","0","20","16","239","155","0","2","434","330","23","21","14","13","40","35","877","653","0","1,530","1",
"Graduate","532","162","7","1","46","15","269","102","6","2","1,713","771","53","24","111","116","110","33","2,847","1,226","0","4,073","2",
"Total","636","243","10","1","66","31","508","257","6","4","2,147","1,101","76","45","125","129","150","68","3,724","1,879","0","5,603","4",
"DePaul University","","","","","","","","","","","","","","","","",
"Undergraduate","749","517","9","7","608","707","1,581","1,237","10","15","4,306","3,953","339","241","234","332","257","296","8,093","7,305","0","15,398","1",
"Graduate","550","294","4","1","277","310","380","303","4","4","1,814","1,840","110","59","539","530","364","329","4,042","3,670","0","7,712","2",
"Total","1,299","811","13","8","885","1,017","1,961","1,540","14","19","6,120","5,793","449","300","773","862","621","625","12,135","10,975","0","23,110","4",
"Dominican University","","","","","","","","","","","","","","","","",
"Undergraduate","118","41","2","2","48","22","746","355","5","0","520","260","8","7","10","57","35","15","1,492","759","0","2,251","1",
"Graduate","108","25","4","0","26","11","70","19","4","1","573","144","14","4","23","13","181","51","1,003","268","0","1,271","2",
"Total","226","66","6","2","74","33","816","374","9","1","1,093","404","22","11","33","70","216","66","2,495","1,027","0","3,522","4",
"East-West University","","","","","","","","","","","","","","","","",
"Undergraduate","153","142","1","1","4","7","60","43","0","0","6","9","1","0","28","56","2","1","255","259","0","514","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","153","142","1","1","4","7","60","43","0","0","6","9","1","0","28","56","2","1","255","259","0","514","4",
"Elmhurst College","","","","","","","","","","","","","","","","",
"Undergraduate","66","91","2","0","105","53","313","209","1","2","1,098","740","62","33","0","0","41","40","1,688","1,168","0","2,856","1",
"Graduate","23","10","2","0","11","16","37","11","0","0","269","135","1","5","6","9","8","4","357","190","0","547","2",
"Total","89","101","4","0","116","69","350","220","1","2","1,367","875","63","38","6","9","49","44","2,045","1,358","0","3,403","4",
"Erikson Institute","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","52","3","2","0","3","1","42","2","0","0","130","5","4","0","4","0","6","1","243","12","0","255","2",
"Total","52","3","2","0","3","1","42","2","0","0","130","5","4","0","4","0","6","1","243","12","0","255","4",
"Eureka College","","","","","","","","","","","","","","","","",
"Undergraduate","11","23","2","2","3","1","10","8","0","0","299","272","7","13","4","4","7","6","343","329","0","672","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","11","23","2","2","3","1","10","8","0","0","299","272","7","13","4","4","7","6","343","329","0","672","4",
"Garrett - Evangelical Theological Seminary","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","37","35","0","0","11","9","10","9","0","0","100","75","1","2","11","24","2","3","172","157","0","329","2",
"Total","37","35","0","0","11","9","10","9","0","0","100","75","1","2","11","24","2","3","172","157","0","329","4",
"Greenville University","","","","","","","","","","","","","","","","",
"Undergraduate","41","65","2","1","6","8","20","32","0","1","359","316","4","4","16","25","47","47","495","499","0","994","1",
"Graduate","10","16","1","0","0","2","2","5","0","0","97","64","1","2","3","1","7","6","121","96","0","217","2",
"Total","51","81","3","1","6","10","22","37","0","1","456","380","5","6","19","26","54","53","616","595","0","1,211","4",
"Hebrew Theological College","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","1","1","0","0","268","56","0","1","0","0","0","0","269","58","0","327","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","4","0","4","2",
"Total","0","0","0","0","0","0","1","1","0","0","268","60","0","1","0","0","0","0","269","62","0","331","4",
"Illinois College","","","","","","","","","","","","","","","","",
"Undergraduate","65","47","2","2","5","5","41","47","0","1","350","315","17","18","26","17","0","0","506","452","0","958","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","2","0","0","2","2",
"Total","65","47","2","2","5","5","41","47","0","1","352","315","17","18","26","17","0","0","508","452","0","960","4",
"Illinois College of Optometry","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","9","1","1","0","136","42","9","9","1","0","222","84","8","4","81","36","0","0","467","176","0","643","2",
"Total","9","1","1","0","136","42","9","9","1","0","222","84","8","4","81","36","0","0","467","176","0","643","4",
"Illinois Institute of Technology","","","","","","","","","","","","","","","","",
"Undergraduate","53","116","2","6","113","275","130","336","0","2","278","711","25","53","223","440","63","118","887","2,057","0","2,944","1",
"Graduate","58","65","0","1","69","91","90","87","3","2","420","526","20","25","1,049","2,092","74","114","1,783","3,003","0","4,786","2",
"Total","111","181","2","7","182","366","220","423","3","4","698","1,237","45","78","1,272","2,532","137","232","2,670","5,060","0","7,730","4",
"Illinois Wesleyan University","","","","","","","","","","","","","","","","",
"Undergraduate","43","34","0","0","44","33","72","51","1","0","654","601","24","21","91","74","21","7","950","821","0","1,771","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","43","34","0","0","44","33","72","51","1","0","654","601","24","21","91","74","21","7","950","821","0","1,771","4",
"Institute for Clinical Social Work","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","14","1","2","1","0","1","8","0","2","0","52","12","0","2","0","0","4","1","82","18","0","100","2",
"Total","14","1","2","1","0","1","8","0","2","0","52","12","0","2","0","0","4","1","82","18","0","100","4",
"Judson University","","","","","","","","","","","","","","","","",
"Undergraduate","77","31","2","1","15","9","110","77","1","2","348","258","11","6","24","20","69","62","657","466","0","1,123","1",
"Graduate","17","8","0","0","0","0","5","8","0","0","80","26","3","1","3","3","7","2","115","48","0","163","2",
"Total","94","39","2","1","15","9","115","85","1","2","428","284","14","7","27","23","76","64","772","514","0","1,286","4",
"Knowledge Systems Institute","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","0","0","0","0","1","2","0","0","0","0","1","3","0","0","93","84","0","0","95","89","0","184","2",
"Total","0","0","0","0","1","2","0","0","0","0","1","3","0","0","93","84","0","0","95","89","0","184","4",
"Knox College","","","","","","","","","","","","","","","","",
"Undergraduate","70","37","0","0","55","32","127","68","0","0","384","283","37","27","99","96","29","13","801","556","0","1,357","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","70","37","0","0","55","32","127","68","0","0","384","283","37","27","99","96","29","13","801","556","0","1,357","4",
"Lake Forest College","","","","","","","","","","","","","","","","",
"Undergraduate","50","41","1","4","51","33","155","89","0","0","504","381","25","27","57","60","39","23","882","658","0","1,540","1",
"Graduate","0","0","0","0","1","0","1","1","0","0","10","3","0","2","0","0","11","9","23","15","0","38","2",
"Total","50","41","1","4","52","33","156","90","0","0","514","384","25","29","57","60","50","32","905","673","0","1,578","4",
"Lake Forest Graduate School of Mgmt.","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","21","15","1","0","33","31","8","16","1","0","81","99","1","2","1","0","40","43","187","206","0","393","2",
"Total","21","15","1","0","33","31","8","16","1","0","81","99","1","2","1","0","40","43","187","206","0","393","4",
"Lakeview College of Nursing","","","","","","","","","","","","","","","","",
"Undergraduate","25","2","1","0","9","2","3","3","1","0","199","34","4","0","0","0","1","0","243","41","0","284","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","25","2","1","0","9","2","3","3","1","0","199","34","4","0","0","0","1","0","243","41","0","284","4",
"Lewis University","","","","","","","","","","","","","","","","",
"Undergraduate","156","112","3","3","86","106","489","383","4","2","1,493","1,303","69","68","12","45","122","97","2,434","2,119","0","4,553","1",
"Graduate","171","66","4","1","39","15","128","59","2","1","685","335","22","13","32","73","218","127","1,301","690","0","1,991","2",
"Total","327","178","7","4","125","121","617","442","6","3","2,178","1,638","91","81","44","118","340","224","3,735","2,809","0","6,544","4",
"Lincoln Christian University","","","","","","","","","","","","","","","","",
"Undergraduate","19","14","4","1","4","2","5","9","0","0","182","183","3","2","9","15","9","3","235","229","0","464","1",
"Graduate","17","9","3","1","0","0","3","4","0","0","88","140","3","3","4","7","18","14","136","178","0","314","2",
"Total","36","23","7","2","4","2","8","13","0","0","270","323","6","5","13","22","27","17","371","407","0","778","4",
"Lincoln College","","","","","","","","","","","","","","","","",
"Undergraduate","223","215","2","3","1","2","26","38","0","0","297","196","21","14","2","4","17","7","589","479","0","1,068","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","223","215","2","3","1","2","26","38","0","0","297","196","21","14","2","4","17","7","589","479","0","1,068","4",
"Loyola University of Chicago","","","","","","","","","","","","","","","","",
"Undergraduate","396","192","11","3","874","468","1,143","555","18","16","4,201","2,035","310","167","298","253","114","75","7,365","3,764","0","11,129","1",
"Graduate","401","132","9","2","222","138","357","163","6","6","2,052","1,121","76","40","254","157","93","64","3,470","1,823","0","5,293","2",
"Total","797","324","20","5","1,096","606","1,500","718","24","22","6,253","3,156","386","207","552","410","207","139","10,835","5,587","0","16,422","4",
"Lutheran School of Theology at Chicago","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","7","6","0","1","2","0","4","6","0","0","66","65","0","0","20","35","0","0","99","113","0","212","2",
"Total","7","6","0","1","2","0","4","6","0","0","66","65","0","0","20","35","0","0","99","113","0","212","4",
"MacCormac College","","","","","","","","","","","","","","","","",
"Undergraduate","75","12","0","0","0","0","50","29","0","0","43","3","3","1","1","1","0","0","172","46","0","218","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","75","12","0","0","0","0","50","29","0","0","43","3","3","1","1","1","0","0","172","46","0","218","4",
"MacMurray College","","","","","","","","","","","","","","","","",
"Undergraduate","15","41","0","0","0","1","17","17","0","2","234","184","6","9","0","1","4","21","276","276","0","552","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","15","41","0","0","0","1","17","17","0","2","234","184","6","9","0","1","4","21","276","276","0","552","4",
"McCormick Theological Seminary","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","56","51","0","0","3","5","7","23","0","0","23","17","0","1","2","12","0","0","91","109","0","200","2",
"Total","56","51","0","0","3","5","7","23","0","0","23","17","0","1","2","12","0","0","91","109","0","200","4",
"McKendree University","","","","","","","","","","","","","","","","",
"Undergraduate","138","178","8","6","11","8","64","56","1","2","858","616","34","37","15","46","89","94","1,218","1,043","0","2,261","1",
"Graduate","41","26","1","0","0","1","6","3","3","0","364","143","1","3","2","7","23","17","441","200","0","641","2",
"Total","179","204","9","6","11","9","70","59","4","2","1,222","759","35","40","17","53","112","111","1,659","1,243","0","2,902","4",
"Meadville - Lombard Theo. School","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","4","3","0","0","0","0","3","0","0","0","52","21","3","0","2","1","4","3","68","28","0","96","2",
"Total","4","3","0","0","0","0","3","0","0","0","52","21","3","0","2","1","4","3","68","28","0","96","4",
"Methodist College","","","","","","","","","","","","","","","","",
"Undergraduate","54","6","2","0","10","5","12","2","1","1","489","67","15","3","0","0","4","1","587","85","0","672","1",
"Graduate","0","0","0","0","0","0","1","0","0","0","4","2","1","0","0","0","0","0","6","2","0","8","2",
"Total","54","6","2","0","10","5","13","2","1","1","493","69","16","3","0","0","4","1","593","87","0","680","4",
"Midwestern University","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","42","19","3","1","417","334","67","54","4","3","1,049","757","44","35","21","10","35","19","1,682","1,232","0","2,914","2",
"Total","42","19","3","1","417","334","67","54","4","3","1,049","757","44","35","21","10","35","19","1,682","1,232","0","2,914","4",
"Millikin University","","","","","","","","","","","","","","","","",
"Undergraduate","126","142","2","2","13","13","68","58","0","0","847","544","48","32","26","22","16","11","1,146","824","0","1,970","1",
"Graduate","7","3","0","0","1","0","2","1","0","0","43","21","0","6","0","1","0","0","53","32","0","85","2",
"Total","133","145","2","2","14","13","70","59","0","0","890","565","48","38","26","23","16","11","1,199","856","0","2,055","4",
"Monmouth College","","","","","","","","","","","","","","","","",
"Undergraduate","60","50","2","3","11","7","73","56","0","0","380","333","10","19","34","50","29","30","599","548","0","1,147","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","60","50","2","3","11","7","73","56","0","0","380","333","10","19","34","50","29","30","599","548","0","1,147","4",
"Moody Bible Institute","","","","","","","","","","","","","","","","",
"Undergraduate","35","53","2","1","38","45","49","94","1","1","598","750","21","29","57","75","247","217","1,048","1,265","0","2,313","1",
"Graduate","44","40","0","2","20","41","15","25","0","2","70","224","0","3","33","31","24","38","206","406","0","612","2",
"Total","79","93","2","3","58","86","64","119","1","3","668","974","21","32","90","106","271","255","1,254","1,671","0","2,925","4",
"Morrison Institute of Technology","","","","","","","","","","","","","","","","",
"Undergraduate","0","2","0","0","0","0","0","8","1","0","5","72","0","0","0","0","0","2","6","84","0","90","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","0","2","0","0","0","0","0","8","1","0","5","72","0","0","0","0","0","2","6","84","0","90","4",
"Morthland College","","","","","","","","","","","","","","","","",
"Undergraduate","3","130","1","2","0","0","7","14","0","0","16","37","2","7","0","0","0","3","29","193","0","222","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","3","130","1","2","0","0","7","14","0","0","16","37","2","7","0","0","0","3","29","193","0","222","4",
"National College of Naprapathic Medicine","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","2","2","0","0","2","0","0","1","0","0","5","2","1","0","0","0","0","0","10","5","0","15","2",
"Total","2","2","0","0","2","0","0","1","0","0","5","2","1","0","0","0","0","0","10","5","0","15","4",
"National Louis University","","","","","","","","","","","","","","","","",
"Undergraduate","412","103","2","1","22","5","405","150","0","1","169","84","24","9","5","5","51","15","1,090","373","0","1,463","1",
"Graduate","522","113","5","0","83","13","311","78","2","0","1,322","331","31","10","7","0","196","32","2,479","577","0","3,056","2",
"Total","934","216","7","1","105","18","716","228","2","1","1,491","415","55","19","12","5","247","47","3,569","950","0","4,519","4",
"National University of Health Sciences","","","","","","","","","","","","","","","","",
"Undergraduate","12","3","2","1","6","3","6","3","0","0","30","22","1","0","0","0","4","0","61","32","0","93","1",
"Graduate","38","7","1","0","25","21","16","7","1","3","218","157","15","6","2","0","10","6","326","207","0","533","2",
"Total","50","10","3","1","31","24","22","10","1","3","248","179","16","6","2","0","14","6","387","239","0","626","4",
"North Central College","","","","","","","","","","","","","","","","",
"Undergraduate","40","60","3","1","49","29","198","159","2","0","962","861","55","36","25","24","110","92","1,444","1,262","0","2,706","1",
"Graduate","10","4","0","0","4","1","10","11","0","1","104","80","4","1","5","3","2","3","139","104","0","243","2",
"Total","50","64","3","1","53","30","208","170","2","1","1,066","941","59","37","30","27","112","95","1,583","1,366","0","2,949","4",
"North Park University","","","","","","","","","","","","","","","","",
"Undergraduate","93","79","2","1","102","46","338","167","11","22","612","370","52","38","73","49","43","18","1,326","790","0","2,116","1",
"Graduate","80","33","3","2","61","23","63","24","6","1","333","151","11","2","15","14","56","38","628","288","0","916","2",
"Total","173","112","5","3","163","69","401","191","17","23","945","521","63","40","88","63","99","56","1,954","1,078","0","3,032","4",
"Northern Baptist Theo. Seminary","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","25","20","0","0","0","3","1","4","0","1","35","111","0","3","1","4","0","0","62","146","0","208","2",
"Total","25","20","0","0","0","3","1","4","0","1","35","111","0","3","1","4","0","0","62","146","0","208","4",
"NorthShore University HealthSystem School of Nurse Anesthesia","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","1","0","0","0","4","3","3","1","0","0","34","5","0","1","0","0","5","1","47","11","0","58","2",
"Total","1","0","0","0","4","3","3","1","0","0","34","5","0","1","0","0","5","1","47","11","0","58","4",
"Northwest Suburban College of Basic and Allied Health Sciences","","","","","","","","","","","","","","","","",
"Undergraduate","2","0","0","0","6","4","1","1","0","0","2","1","0","0","0","0","0","0","11","6","0","17","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","2","0","0","0","6","4","1","1","0","0","2","1","0","0","0","0","0","0","11","6","0","17","4",
"Northwestern University","","","","","","","","","","","","","","","","",
"Undergraduate","310","204","3","3","759","734","578","496","0","0","2,050","2,185","252","188","376","431","111","111","4,439","4,352","0","8,791","1",
"Graduate","299","277","13","7","675","771","346","385","5","5","2,537","3,066","131","142","1,280","1,725","762","606","6,048","6,984","0","13,032","2",
"Total","609","481","16","10","1,434","1,505","924","881","5","5","4,587","5,251","383","330","1,656","2,156","873","717","10,487","11,336","0","21,823","4",
"Olivet Nazarene University","","","","","","","","","","","","","","","","",
"Undergraduate","183","85","2","1","47","21","165","86","3","2","1,555","1,095","43","30","7","30","2","1","2,007","1,351","0","3,358","1",
"Graduate","137","36","5","1","62","22","99","18","1","1","937","219","0","0","0","0","4","7","1,245","304","0","1,549","2",
"Total","320","121","7","2","109","43","264","104","4","3","2,492","1,314","43","30","7","30","6","8","3,252","1,655","0","4,907","4",
"Principia College","","","","","","","","","","","","","","","","",
"Undergraduate","3","6","0","1","3","4","14","7","0","1","170","178","3","3","47","35","2","2","242","237","0","479","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","3","6","0","1","3","4","14","7","0","1","170","178","3","3","47","35","2","2","242","237","0","479","4",
"Quincy University","","","","","","","","","","","","","","","","",
"Undergraduate","42","82","3","0","5","11","21","17","2","2","483","363","0","0","1","5","67","53","624","533","0","1,157","1",
"Graduate","7","2","1","0","3","0","2","1","0","0","71","39","0","0","0","1","29","15","113","58","0","171","2",
"Total","49","84","4","0","8","11","23","18","2","2","554","402","0","0","1","6","96","68","737","591","0","1,328","4",
"Realtor University","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","4","4","0","1","1","1","3","2","0","0","20","12","1","0","0","0","3","2","32","22","0","54","2",
"Total","4","4","0","1","1","1","3","2","0","0","20","12","1","0","0","0","3","2","32","22","0","54","4",
"Resurrection University","","","","","","","","","","","","","","","","",
"Undergraduate","65","16","3","0","57","36","95","29","3","0","164","37","27","8","0","0","23","7","437","133","0","570","1",
"Graduate","12","1","0","0","11","2","4","1","1","0","19","6","2","0","0","0","3","2","52","12","0","64","2",
"Total","77","17","3","0","68","38","99","30","4","0","183","43","29","8","0","0","26","9","489","145","0","634","4",
"Robert Morris University-Illinois","","","","","","","","","","","","","","","","",
"Undergraduate","282","305","3","2","27","37","390","341","3","1","323","516","20","23","5","12","33","29","1,086","1,266","0","2,352","1",
"Graduate","72","42","0","0","5","12","42","27","0","0","48","68","1","1","11","12","7","3","186","165","0","351","2",
"Total","354","347","3","2","32","49","432","368","3","1","371","584","21","24","16","24","40","32","1,272","1,431","0","2,703","4",
"Rockford University","","","","","","","","","","","","","","","","",
"Undergraduate","45","56","0","1","7","12","85","59","0","0","437","269","17","15","21","42","5","5","617","459","0","1,076","1",
"Graduate","4","9","0","0","1","2","13","3","0","1","82","72","2","1","6","8","4","4","112","100","0","212","2",
"Total","49","65","0","1","8","14","98","62","0","1","519","341","19","16","27","50","9","9","729","559","0","1,288","4",
"Roosevelt University","","","","","","","","","","","","","","","","",
"Undergraduate","333","158","4","3","83","66","414","229","5","3","775","457","44","25","71","54","24","10","1,753","1,005","0","2,758","1",
"Graduate","295","95","2","1","100","59","135","64","2","0","577","298","41","14","142","80","25","12","1,319","623","0","1,942","2",
"Total","628","253","6","4","183","125","549","293","7","3","1,352","755","85","39","213","134","49","22","3,072","1,628","0","4,700","4",
"Rosalind Franklin University of Medicine &amp; Science","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","79","32","1","1","269","265","66","48","0","5","663","544","27","25","31","35","42","30","1,178","985","0","2,163","2",
"Total","79","32","1","1","269","265","66","48","0","5","663","544","27","25","31","35","42","30","1,178","985","0","2,163","4",
"Rush University","","","","","","","","","","","","","","","","",
"Undergraduate","8","7","2","0","5","4","25","6","0","1","37","17","0","4","0","0","5","1","82","40","0","122","1",
"Graduate","110","23","1","0","169","121","136","60","0","0","1,197","348","42","13","10","9","111","31","1,776","605","0","2,381","2",
"Total","118","30","3","0","174","125","161","66","0","1","1,234","365","42","17","10","9","116","32","1,858","645","0","2,503","4",
"School of the Art Inst. Chicago","","","","","","","","","","","","","","","","",
"Undergraduate","57","38","5","2","252","62","213","88","2","0","701","284","71","14","692","227","94","43","2,087","758","0","2,845","1",
"Graduate","19","15","1","1","38","17","49","30","0","0","189","93","11","3","148","60","34","13","489","232","0","721","2",
"Total","76","53","6","3","290","79","262","118","2","0","890","377","82","17","840","287","128","56","2,576","990","0","3,566","4",
"Spertus Institute for Jewish Learning and Leadership","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","2","1","0","0","0","0","2","1","0","0","76","48","0","0","0","0","0","0","80","50","0","130","2",
"Total","2","1","0","0","0","0","2","1","0","0","76","48","0","0","0","0","0","0","80","50","0","130","4",
"St. Anthony College of Nursing","","","","","","","","","","","","","","","","",
"Undergraduate","4","1","0","0","10","3","26","3","1","0","167","17","2","2","0","0","0","0","210","26","0","236","1",
"Graduate","5","0","1","0","5","0","6","0","0","0","57","9","0","0","0","0","0","0","74","9","0","83","2",
"Total","9","1","1","0","15","3","32","3","1","0","224","26","2","2","0","0","0","0","284","35","0","319","4",
"St. Augustine College","","","","","","","","","","","","","","","","",
"Undergraduate","20","4","0","0","13","14","934","243","0","0","5","5","0","2","28","9","75","26","1,075","303","0","1,378","1",
