"InstrLevel","AfAmF","AfAmM","AIANF","AIANM","AsianF","AsianM","HispF","HispM","NHOPIF","NHOPIM","WhF","WhM","MultF","MultM","NRAF","NRAM","UnkF","UnkM","AllF","AllM","GenderNoneTotal","AllTotal","SortNum",
"Total","1","1","0","1","1","3","1","3","0","0","42","44","6","1","0","0","0","0","51","53","0","104","4",
"Spertus Institute for Jewish Learning and Leadership","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","67","15","0","0","0","0","2","5","0","0","118","77","0","0","0","1","38","8","225","106","0","331","2",
"Total","67","15","0","0","0","0","2","5","0","0","118","77","0","0","0","1","38","8","225","106","0","331","4",
"Springfield College in Illinois","","","","","","","","","","","","","","","","",
"Undergraduate","74","13","3","0","2","0","9","0","0","0","210","114","0","0","2","6","85","41","385","174","0","559","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","74","13","3","0","2","0","9","0","0","0","210","114","0","0","2","6","85","41","385","174","0","559","4",
"St. Anthony College of Nursing","","","","","","","","","","","","","","","","",
"Undergraduate","6","0","0","0","13","1","10","0","0","0","127","9","0","0","0","0","0","0","156","10","0","166","1",
"Graduate","1","0","1","0","0","0","1","0","0","0","16","0","0","0","0","0","0","0","19","0","0","19","2",
"Total","7","0","1","0","13","1","11","0","0","0","143","9","0","0","0","0","0","0","175","10","0","185","4",
"St. Augustine College","","","","","","","","","","","","","","","","",
"Undergraduate","40","15","3","0","44","65","950","261","0","0","9","3","0","0","11","3","19","7","1,076","354","0","1,430","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","40","15","3","0","44","65","950","261","0","0","9","3","0","0","11","3","19","7","1,076","354","0","1,430","4",
"St. Francis Medical Center College of Nursing","","","","","","","","","","","","","","","","",
"Undergraduate","22","2","2","0","7","2","9","1","0","0","281","37","0","0","0","0","0","0","321","42","0","363","1",
"Graduate","0","0","0","0","0","1","3","2","0","0","120","10","0","0","0","0","0","0","123","13","0","136","2",
"Total","22","2","2","0","7","3","12","3","0","0","401","47","0","0","0","0","0","0","444","55","0","499","4",
"St. Johns College","","","","","","","","","","","","","","","","",
"Undergraduate","1","0","0","0","1","0","0","0","0","0","73","4","0","0","0","0","0","0","75","4","0","79","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","1","0","0","0","1","0","0","0","0","0","73","4","0","0","0","0","0","0","75","4","0","79","4",
"St. Sava Serb. Orth. Sch. Theo.","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","29","0","0","0","29","0","29","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","29","0","0","0","29","0","29","4",
"St. Xavier University","","","","","","","","","","","","","","","","",
"Undergraduate","411","124","7","5","72","27","293","149","0","0","1,271","573","0","0","2","2","102","46","2,158","926","0","3,084","1",
"Graduate","254","51","0","0","22","5","86","33","0","0","1,024","319","0","0","8","6","104","58","1,498","472","0","1,970","2",
"Total","665","175","7","5","94","32","379","182","0","0","2,295","892","0","0","10","8","206","104","3,656","1,398","0","5,054","4",
"The Chicago Institute for Psychoanalysis","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","0","1","0","0","3","0","1","1","0","0","60","21","0","0","0","0","0","0","64","23","0","87","2",
"Total","0","1","0","0","3","0","1","1","0","0","60","21","0","0","0","0","0","0","64","23","0","87","4",
"The John Marshall Law School","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","89","40","8","7","41","49","45","71","0","0","439","590","0","0","22","20","56","62","700","839","0","1,539","2",
"Total","89","40","8","7","41","49","45","71","0","0","439","590","0","0","22","20","56","62","700","839","0","1,539","4",
"Toyota Technological Institute at Chicago","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","1","3","0","0","0","8","0","0","1","11","0","12","2",
"Total","0","0","0","0","0","0","0","0","0","0","1","3","0","0","0","8","0","0","1","11","0","12","4",
"Trinity Christian College","","","","","","","","","","","","","","","","",
"Undergraduate","82","43","3","1","19","8","69","26","0","0","725","359","0","0","17","15","58","25","973","477","0","1,450","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","82","43","3","1","19","8","69","26","0","0","725","359","0","0","17","15","58","25","973","477","0","1,450","4",
"Trinity College of Nursing &amp; Health Sciences","","","","","","","","","","","","","","","","",
"Undergraduate","7","0","0","1","4","0","9","3","0","0","189","46","0","0","0","0","3","2","212","52","0","264","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","7","0","0","1","4","0","9","3","0","0","189","46","0","0","0","0","3","2","212","52","0","264","4",
"Trinity International University","","","","","","","","","","","","","","","","",
"Undergraduate","128","75","1","0","10","28","16","29","0","0","332","272","0","0","4","13","68","55","559","472","0","1,031","1",
"Graduate","23","24","0","1","13","63","2","11","0","0","125","438","0","0","40","125","233","490","436","1,152","0","1,588","2",
"Total","151","99","1","1","23","91","18","40","0","0","457","710","0","0","44","138","301","545","995","1,624","0","2,619","4",
"Univ. of St. Mary of the Lake","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","0","1","0","0","0","1","1","9","0","0","5","126","0","0","0","84","0","0","6","221","0","227","2",
"Total","0","1","0","0","0","1","1","9","0","0","5","126","0","0","0","84","0","0","6","221","0","227","4",
"University of Chicago","","","","","","","","","","","","","","","","",
"Undergraduate","196","114","6","9","400","362","262","210","0","0","993","1,196","0","0","208","229","461","468","2,526","2,588","0","5,114","1",
"Graduate","248","198","16","10","460","660","163","218","0","0","1,885","2,824","0","0","654","1,461","626","557","4,052","5,928","0","9,980","2",
"Total","444","312","22","19","860","1,022","425","428","0","0","2,878","4,020","0","0","862","1,690","1,087","1,025","6,578","8,516","0","15,094","4",
"University of St. Francis","","","","","","","","","","","","","","","","",
"Undergraduate","76","52","1","0","31","17","124","46","4","2","944","351","14","9","9","8","2","3","1,205","488","0","1,693","1",
"Graduate","113","18","4","0","24","11","67","20","1","2","995","244","14","5","4","3","99","35","1,321","338","0","1,659","2",
"Total","189","70","5","0","55","28","191","66","5","4","1,939","595","28","14","13","11","101","38","2,526","826","0","3,352","4",
"Urbana Theological Seminary","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","1","2","0","0","5","4","0","1","0","0","13","20","0","0","0","0","0","1","19","28","0","47","2",
"Total","1","2","0","0","5","4","0","1","0","0","13","20","0","0","0","0","0","1","19","28","0","47","4",
"VanderCook College of Music","","","","","","","","","","","","","","","","",
"Undergraduate","8","12","0","0","3","3","3","13","0","0","45","46","0","0","2","3","13","24","74","101","0","175","1",
"Graduate","2","4","0","0","1","1","2","0","0","0","35","33","0","0","0","1","97","52","137","91","0","228","2",
"Total","10","16","0","0","4","4","5","13","0","0","80","79","0","0","2","4","110","76","211","192","0","403","4",
"Wheaton College","","","","","","","","","","","","","","","","",
"Undergraduate","40","44","3","2","91","89","53","35","0","0","986","992","0","0","21","14","15","14","1,209","1,190","0","2,399","1",
"Graduate","15","7","0","0","16","14","9","6","0","0","179","170","0","0","18","19","36","32","273","248","0","521","2",
"Total","55","51","3","2","107","103","62","41","0","0","1,165","1,162","0","0","39","33","51","46","1,482","1,438","0","2,920","4",
" Total Enrollment at Independent NFP Institutions","","","","","","","","","","","","","","","","",
"Undergraduate","9,390","5,159","269","194","4,826","4,192","8,590","5,100","48","46","49,776","36,672","367","183","1,925","2,054","6,437","5,017","81,628","58,617","0","140,245","11",
"Graduate","5,315","1,923","111","89","2,918","2,837","2,702","1,640","12","13","29,211","19,674","121","77","3,685","5,867","6,785","5,367","50,860","37,487","0","88,347","12",
"Sector Total","14,705","7,082","380","283","7,744","7,029","11,292","6,740","60","59","78,987","56,346","488","260","5,610","7,921","13,222","10,384","132,488","96,104","0","228,592","14",
" Independent For-Profit Institutions:","","","","","","","","","","","","","","","","",
"American InterContinental University","","","","","","","","","","","","","","","","",
"Undergraduate","5,770","2,286","183","91","283","163","1,178","710","0","0","7,481","3,883","0","0","1","0","1,643","712","16,539","7,845","0","24,384","1",
"Graduate","692","329","11","10","43","21","87","61","0","0","448","314","0","0","0","0","159","71","1,440","806","0","2,246","2",
"Total","6,462","2,615","194","101","326","184","1,265","771","0","0","7,929","4,197","0","0","1","0","1,802","783","17,979","8,651","0","26,630","4",
"Chamberlain University","","","","","","","","","","","","","","","","",
"Undergraduate","39","4","2","0","106","44","52","3","2","0","274","20","0","0","2","0","1","1","478","72","0","550","1",
"Graduate","14","1","0","1","1","0","3","0","0","0","68","6","0","0","0","0","19","6","105","14","0","119","2",
"Total","53","5","2","1","107","44","55","3","2","0","342","26","0","0","2","0","20","7","583","86","0","669","4",
"Coyne College","","","","","","","","","","","","","","","","",
"Undergraduate","131","370","0","0","1","13","25","221","0","0","8","129","0","0","3","2","15","20","183","755","0","938","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","131","370","0","0","1","13","25","221","0","0","8","129","0","0","3","2","15","20","183","755","0","938","4",
"DeVry University (Closed)","","","","","","","","","","","","","","","","",
"Undergraduate","3,599","2,048","103","77","281","417","1,116","1,351","29","19","5,001","6,418","42","30","51","66","1,207","1,041","11,429","11,467","0","22,896","1",
"Graduate","1,800","706","17","22","205","190","295","234","16","5","1,515","1,328","11","6","61","65","469","286","4,389","2,842","0","7,231","2",
"Total","5,399","2,754","120","99","486","607","1,411","1,585","45","24","6,516","7,746","53","36","112","131","1,676","1,327","15,818","14,309","0","30,127","4",
"Fox College","","","","","","","","","","","","","","","","",
"Undergraduate","36","7","0","0","2","2","94","12","0","0","186","24","0","0","0","0","7","0","325","45","0","370","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","36","7","0","0","2","2","94","12","0","0","186","24","0","0","0","0","7","0","325","45","0","370","4",
"Harrington College of Design","","","","","","","","","","","","","","","","",
"Undergraduate","82","32","3","0","41","22","92","32","0","0","612","127","0","0","0","0","34","10","864","223","0","1,087","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","82","32","3","0","41","22","92","32","0","0","612","127","0","0","0","0","34","10","864","223","0","1,087","4",
"Kendall College","","","","","","","","","","","","","","","","",
"Undergraduate","374","67","6","2","41","56","192","93","0","0","913","392","0","0","61","51","95","46","1,682","707","0","2,389","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","374","67","6","2","41","56","192","93","0","0","913","392","0","0","61","51","95","46","1,682","707","0","2,389","4",
"Le Cordon Bleu College of Culinary Arts in Chicago","","","","","","","","","","","","","","","","",
"Undergraduate","31","22","2","1","4","6","20","19","0","0","34","64","0","0","0","0","334","517","425","629","0","1,054","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","31","22","2","1","4","6","20","19","0","0","34","64","0","0","0","0","334","517","425","629","0","1,054","4",
"Lincoln College of Technology","","","","","","","","","","","","","","","","",
"Undergraduate","196","412","1","2","7","40","245","475","0","0","54","196","0","0","0","0","14","42","517","1,167","0","1,684","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","196","412","1","2","7","40","245","475","0","0","54","196","0","0","0","0","14","42","517","1,167","0","1,684","4",
"Midstate College","","","","","","","","","","","","","","","","",
"Undergraduate","127","25","2","0","3","0","13","3","0","1","368","91","4","1","0","0","8","4","525","125","0","650","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","127","25","2","0","3","0","13","3","0","1","368","91","4","1","0","0","8","4","525","125","0","650","4",
"Northwestern College-Chicago","","","","","","","","","","","","","","","","",
"Undergraduate","310","82","3","0","11","15","238","82","0","0","141","30","0","0","0","0","16","7","719","216","0","935","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","310","82","3","0","11","15","238","82","0","0","141","30","0","0","0","0","16","7","719","216","0","935","4",
"Northwestern College-Southwest","","","","","","","","","","","","","","","","",
"Undergraduate","424","49","3","1","12","12","266","91","0","0","247","41","0","0","0","0","36","13","988","207","0","1,195","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","424","49","3","1","12","12","266","91","0","0","247","41","0","0","0","0","36","13","988","207","0","1,195","4",
"Sanford Brown College - Chicago","","","","","","","","","","","","","","","","",
"Undergraduate","441","336","9","2","51","16","195","148","0","0","341","161","0","0","30","14","52","36","1,119","713","0","1,832","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","441","336","9","2","51","16","195","148","0","0","341","161","0","0","30","14","52","36","1,119","713","0","1,832","4",
"Sanford-Brown College - Collinsville Campus (Closed)","","","","","","","","","","","","","","","","",
"Undergraduate","222","37","0","1","2","0","14","1","0","0","438","49","0","0","0","0","117","11","793","99","0","892","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","222","37","0","1","2","0","14","1","0","0","438","49","0","0","0","0","117","11","793","99","0","892","4",
"Solex College","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","8","0","0","20","8","0","28","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","8","0","0","20","8","0","28","4",
"Taylor Business Institute","","","","","","","","","","","","","","","","",
"Undergraduate","137","53","0","0","2","0","21","10","0","0","4","4","0","0","35","165","0","0","199","232","0","431","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","137","53","0","0","2","0","21","10","0","0","4","4","0","0","35","165","0","0","199","232","0","431","4",
"The College of Office Technology","","","","","","","","","","","","","","","","",
"Undergraduate","183","31","0","0","2","2","41","10","0","0","3","4","0","0","0","0","0","0","229","47","0","276","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","183","31","0","0","2","2","41","10","0","0","3","4","0","0","0","0","0","0","229","47","0","276","4",
"The Illinois Institute of Art-Chicago","","","","","","","","","","","","","","","","",
"Undergraduate","171","102","4","2","43","16","109","80","0","0","353","219","0","0","1","0","1,086","778","1,767","1,197","0","2,964","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","171","102","4","2","43","16","109","80","0","0","353","219","0","0","1","0","1,086","778","1,767","1,197","0","2,964","4",
"The Illinois Institute of Art-Schaumburg","","","","","","","","","","","","","","","","",
"Undergraduate","11","23","0","1","13","21","28","32","0","0","231","193","0","0","0","0","394","393","677","663","0","1,340","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","11","23","0","1","13","21","28","32","0","0","231","193","0","0","0","0","394","393","677","663","0","1,340","4",
"Vatterott College","","","","","","","","","","","","","","","","",
"Undergraduate","15","12","3","3","0","1","2","1","0","0","204","159","0","0","0","1","0","2","224","179","0","403","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","15","12","3","3","0","1","2","1","0","0","204","159","0","0","0","1","0","2","224","179","0","403","4",
"Westwood College-Chicago Loop","","","","","","","","","","","","","","","","",
"Undergraduate","281","201","0","1","4","4","89","116","0","0","28","63","0","0","1","1","40","56","443","442","0","885","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","281","201","0","1","4","4","89","116","0","0","28","63","0","0","1","1","40","56","443","442","0","885","4",
"Westwood College-DuPage","","","","","","","","","","","","","","","","",
"Undergraduate","53","37","2","0","3","13","48","90","0","0","84","185","0","0","0","1","26","40","216","366","0","582","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","53","37","2","0","3","13","48","90","0","0","84","185","0","0","0","1","26","40","216","366","0","582","4",
"Westwood College-O&#39;Hare Airport","","","","","","","","","","","","","","","","",
"Undergraduate","73","59","1","0","10","25","162","163","0","0","98","150","0","0","2","3","66","76","412","476","0","888","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","73","59","1","0","10","25","162","163","0","0","98","150","0","0","2","3","66","76","412","476","0","888","4",
"Westwood College-River Oaks","","","","","","","","","","","","","","","","",
"Undergraduate","212","168","1","0","0","2","44","30","0","0","31","35","0","0","3","3","26","24","317","262","0","579","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","212","168","1","0","0","2","44","30","0","0","31","35","0","0","3","3","26","24","317","262","0","579","4",
"Worsham College of Mortuary Science","","","","","","","","","","","","","","","","",
"Undergraduate","8","3","0","0","2","0","3","3","0","0","36","39","0","0","0","0","0","0","49","45","0","94","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","8","3","0","0","2","0","3","3","0","0","36","39","0","0","0","0","0","0","49","45","0","94","4",
" Total Enrollment at Independent For-Profit Institutions","","","","","","","","","","","","","","","","",
"Undergraduate","12,926","6,466","328","184","924","890","4,287","3,776","31","20","17,170","12,676","46","31","210","315","5,217","3,829","41,139","28,187","0","69,326","11",
"Graduate","2,506","1,036","28","33","249","211","385","295","16","5","2,031","1,648","11","6","61","65","647","363","5,934","3,662","0","9,596","12",
"Sector Total","15,432","7,502","356","217","1,173","1,101","4,672","4,071","47","25","19,201","14,324","57","37","271","380","5,864","4,192","47,073","31,849","0","78,922","14",
" Out-of-State Institutions:","","","","","","","","","","","","","","","","",
"American College of Education","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","337","81","3","2","21","15","209","45","0","0","1,118","375","0","0","35","13","313","82","2,036","613","0","2,649","2",
"Total","337","81","3","2","21","15","209","45","0","0","1,118","375","0","0","35","13","313","82","2,036","613","0","2,649","4",
"Argosy University-Chicago Campus","","","","","","","","","","","","","","","","",
"Undergraduate","40","9","0","0","1","0","20","3","0","0","12","9","0","0","1","4","48","17","122","42","0","164","1",
"Graduate","293","89","2","0","37","9","44","17","0","0","325","147","0","0","19","26","123","53","843","341","0","1,184","2",
"Total","333","98","2","0","38","9","64","20","0","0","337","156","0","0","20","30","171","70","965","383","0","1,348","4",
"Argosy University-Schaumburg Campus","","","","","","","","","","","","","","","","",
"Undergraduate","15","5","0","0","8","4","15","5","0","0","58","22","0","0","0","2","8","3","104","41","0","145","1",
"Graduate","69","24","0","0","14","6","25","5","0","0","328","111","0","0","4","8","26","8","466","162","0","628","2",
"Total","84","29","0","0","22","10","40","10","0","0","386","133","0","0","4","10","34","11","570","203","0","773","4",
"Brown Mackie College-Quad Cities","","","","","","","","","","","","","","","","",
"Undergraduate","47","15","1","0","2","0","23","3","0","0","146","21","0","0","0","0","10","3","229","42","0","271","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","47","15","1","0","2","0","23","3","0","0","146","21","0","0","0","0","10","3","229","42","0","271","4",
"Calumet College of Saint Joseph (IN)","","","","","","","","","","","","","","","","",
"Undergraduate","26","54","0","0","1","3","7","66","0","0","15","77","0","0","0","0","0","0","49","200","0","249","1",
"Graduate","16","12","0","0","0","2","2","6","0","0","2","27","0","0","0","0","0","0","20","47","0","67","2",
"Total","42","66","0","0","1","5","9","72","0","0","17","104","0","0","0","0","0","0","69","247","0","316","4",
"Colorado Technical University (CO)","","","","","","","","","","","","","","","","",
"Undergraduate","74","16","2","0","3","4","9","9","0","0","67","61","0","0","0","0","4","4","159","94","0","253","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","74","16","2","0","3","4","9","9","0","0","67","61","0","0","0","0","4","4","159","94","0","253","4",
"Columbia College (MO)","","","","","","","","","","","","","","","","",
"Undergraduate","96","37","3","1","8","12","36","32","0","0","246","164","0","0","0","2","198","108","587","356","0","943","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","96","37","3","1","8","12","36","32","0","0","246","164","0","0","0","2","198","108","587","356","0","943","4",
"Embry-Riddle Aeronautical University-Worldwide (FL)","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","1","6","0","0","0","0","0","0","1","6","0","7","1",
"Graduate","1","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","1","6","0","7","2",
"Total","1","0","0","0","0","0","0","0","0","0","1","12","0","0","0","0","0","0","2","12","0","14","4",
"Franklin University (OH)","","","","","","","","","","","","","","","","",
"Undergraduate","6","2","0","0","3","2","1","0","0","0","109","37","0","0","0","0","12","8","131","49","0","180","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","6","2","0","0","3","2","1","0","0","0","109","37","0","0","0","0","12","8","131","49","0","180","4",
"ITT Tech. Inst. - Arlington Heights","","","","","","","","","","","","","","","","",
"Undergraduate","8","51","0","0","3","53","27","126","0","0","40","234","0","0","0","0","0","7","78","471","0","549","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","8","51","0","0","3","53","27","126","0","0","40","234","0","0","0","0","0","7","78","471","0","549","4",
"ITT Tech. Inst. - Oak Brook","","","","","","","","","","","","","","","","",
"Undergraduate","29","103","1","1","2","8","16","121","0","0","19","119","0","0","0","0","0","5","67","357","0","424","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","29","103","1","1","2","8","16","121","0","0","19","119","0","0","0","0","0","5","67","357","0","424","4",
"ITT Tech. Inst. - Orland Park","","","","","","","","","","","","","","","","",
"Undergraduate","63","189","0","1","0","5","16","73","0","0","33","163","0","0","0","0","2","17","114","448","0","562","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","63","189","0","1","0","5","16","73","0","0","33","163","0","0","0","0","2","17","114","448","0","562","4",
"Kaplan University (IA)","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1,571","479","1,571","479","0","2,050","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","108","50","108","50","0","158","2",
"Total","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1,679","529","1,679","529","0","2,208","4",
"Lindenwood University (MO)","","","","","","","","","","","","","","","","",
"Undergraduate","92","24","1","2","0","2","6","6","0","0","63","29","0","0","0","3","145","55","307","121","0","428","1",
"Graduate","138","28","1","1","1","0","3","0","0","0","105","48","0","0","0","3","133","51","381","131","0","512","2",
"Total","230","52","2","3","1","2","9","6","0","0","168","77","0","0","0","6","278","106","688","252","0","940","4",
"Mid-Continent Universiy KY (Closed)","","","","","","","","","","","","","","","","",
"Undergraduate","22","0","1","1","0","0","1","0","0","0","159","57","0","0","0","0","7","7","190","65","0","255","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","22","0","1","1","0","0","1","0","0","0","159","57","0","0","0","0","7","7","190","65","0","255","4",
"Midwest College of Oriental Medicine (WI)","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","13","2","0","0","22","14","9","1","0","0","68","33","0","0","5","2","0","0","117","52","0","169","2",
"Total","13","2","0","0","22","14","9","1","0","0","68","33","0","0","5","2","0","0","117","52","0","169","4",
"Missouri Baptist University (MO)","","","","","","","","","","","","","","","","",
"Undergraduate","1","0","0","1","1","0","0","0","0","0","12","6","0","0","0","0","10","5","24","12","0","36","1",
"Graduate","3","1","1","0","0","0","0","0","0","0","15","11","0","0","0","0","3","0","22","12","0","34","2",
"Total","4","1","1","1","1","0","0","0","0","0","27","17","0","0","0","0","13","5","46","24","0","70","4",
"Northwood University (MI)","","","","","","","","","","","","","","","","",
"Undergraduate","4","2","0","0","1","0","5","2","0","0","12","9","0","0","0","0","6","6","28","19","0","47","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","4","2","0","0","1","0","5","2","0","0","12","9","0","0","0","0","6","6","28","19","0","47","4",
"Nova Southeastern University (FL)","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","41","11","0","0","0","0","0","0","0","0","16","5","0","0","0","0","0","0","57","16","0","73","2",
"Total","41","11","0","0","0","0","0","0","0","0","16","5","0","0","0","0","0","0","57","16","0","73","4",
"Pacific College of Oriental Medicine (CA)","","","","","","","","","","","","","","","","",
"Undergraduate","3","6","0","0","2","0","4","2","0","0","14","9","0","0","0","0","0","0","23","17","0","40","1",
"Graduate","6","4","0","0","10","4","7","3","0","0","107","34","0","0","0","0","3","0","133","45","0","178","2",
"Total","9","10","0","0","12","4","11","5","0","0","121","43","0","0","0","0","3","0","156","62","0","218","4",
"Park University (MO)","","","","","","","","","","","","","","","","",
"Undergraduate","29","36","1","0","4","3","3","2","0","0","63","100","0","0","0","0","0","0","100","141","0","241","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","29","36","1","0","4","3","3","2","0","0","63","100","0","0","0","0","0","0","100","141","0","241","4",
"Rasmussen College (MN)","","","","","","","","","","","","","","","","",
"Undergraduate","303","86","3","0","9","4","137","61","1","0","609","163","11","6","2","1","2","1","1,077","322","0","1,399","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","303","86","3","0","9","4","137","61","1","0","609","163","11","6","2","1","2","1","1,077","322","0","1,399","4",
"St. Ambrose University (IA)","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","7","0","0","7","2",
