"InstrLevel","AfAmF","AfAmM","AIANF","AIANM","AsianF","AsianM","HispF","HispM","NHOPIF","NHOPIM","WhF","WhM","MultF","MultM","NRAF","NRAM","UnkF","UnkM","AllF","AllM","GenderNoneTotal","AllTotal","SortNum",
"Total","34","27","3","4","27","23","62","42","4","3","1,157","842","28","16","14","18","132","96","1,461","1,071","0","2,532","4",
"Aurora University","","","","","","","","","","","","","","","","",
"Undergraduate","153","97","4","3","44","16","295","161","2","0","1,207","684","22","15","2","2","52","29","1,781","1,007","0","2,788","1",
"Graduate","91","23","5","1","12","5","81","34","0","0","896","321","1","0","1","0","86","33","1,173","417","0","1,590","2",
"Total","244","120","9","4","56","21","376","195","2","0","2,103","1,005","23","15","3","2","138","62","2,954","1,424","0","4,378","4",
"Benedictine University","","","","","","","","","","","","","","","","",
"Undergraduate","274","119","6","4","302","189","162","105","11","6","837","589","1","1","30","35","715","439","2,338","1,487","0","3,825","1",
"Graduate","343","93","7","3","106","47","77","29","2","1","1,099","317","0","0","29","38","635","362","2,298","890","0","3,188","2",
"Total","617","212","13","7","408","236","239","134","13","7","1,936","906","1","1","59","73","1,350","801","4,636","2,377","0","7,013","4",
"Bexley Hall Seabury Western Theological Seminary Federation","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","1","2","0","0","0","1","0","0","0","0","13","8","0","0","2","2","0","0","16","13","0","29","2",
"Total","1","2","0","0","0","1","0","0","0","0","13","8","0","0","2","2","0","0","16","13","0","29","4",
"Blessing-Rieman College of Nursing","","","","","","","","","","","","","","","","",
"Undergraduate","13","2","2","0","2","2","2","0","0","0","223","20","0","0","0","0","0","0","242","24","0","266","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","15","1","0","0","0","0","0","0","15","1","0","16","2",
"Total","13","2","2","0","2","2","2","0","0","0","238","21","0","0","0","0","0","0","257","25","0","282","4",
"Bradley University","","","","","","","","","","","","","","","","",
"Undergraduate","268","128","8","3","83","85","166","125","2","2","2,039","1,895","55","29","17","19","11","14","2,649","2,300","0","4,949","1",
"Graduate","14","10","2","0","6","6","4","6","0","0","262","172","3","0","56","129","10","10","357","333","0","690","2",
"Total","282","138","10","3","89","91","170","131","2","2","2,301","2,067","58","29","73","148","21","24","3,006","2,633","0","5,639","4",
"Catholic Theological Union","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","10","6","0","1","7","31","13","27","0","0","87","87","0","0","26","60","43","39","186","251","0","437","2",
"Total","10","6","0","1","7","31","13","27","0","0","87","87","0","0","26","60","43","39","186","251","0","437","4",
"Center for Psychoanalytic Study","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","0","1","0","0","2","1","0","0","0","0","2","2","0","0","0","0","0","0","4","4","0","8","2",
"Total","0","1","0","0","2","1","0","0","0","0","2","2","0","0","0","0","0","0","4","4","0","8","4",
"Christian Life College","","","","","","","","","","","","","","","","",
"Undergraduate","1","4","0","0","3","2","0","2","0","0","9","11","0","0","4","4","0","0","17","23","0","40","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","1","4","0","0","3","2","0","2","0","0","9","11","0","0","4","4","0","0","17","23","0","40","4",
"Columbia College Chicago","","","","","","","","","","","","","","","","",
"Undergraduate","1,104","799","26","17","138","132","751","628","13","21","3,498","3,298","254","155","98","63","68","75","5,950","5,188","0","11,138","1",
"Graduate","43","12","1","1","5","3","20","11","2","0","215","115","2","4","22","9","6","16","316","171","0","487","2",
"Total","1,147","811","27","18","143","135","771","639","15","21","3,713","3,413","256","159","120","72","74","91","6,266","5,359","0","11,625","4",
"Concordia University Chicago","","","","","","","","","","","","","","","","",
"Undergraduate","98","91","2","1","12","10","172","98","0","1","515","356","19","12","0","2","38","25","856","596","0","1,452","1",
"Graduate","515","127","6","1","45","17","291","72","3","4","1,855","638","35","11","7","6","39","11","2,796","887","0","3,683","2",
"Total","613","218","8","2","57","27","463","170","3","5","2,370","994","54","23","7","8","77","36","3,652","1,483","0","5,135","4",
"DePaul University","","","","","","","","","","","","","","","","",
"Undergraduate","911","498","12","11","526","684","1,537","1,035","34","31","4,849","4,256","270","211","120","165","656","578","8,915","7,469","0","16,384","1",
"Graduate","549","314","5","8","301","282","358","286","13","6","2,426","2,527","92","57","442","405","466","477","4,652","4,362","0","9,014","2",
"Total","1,460","812","17","19","827","966","1,895","1,321","47","37","7,275","6,783","362","268","562","570","1,122","1,055","13,567","11,831","0","25,398","4",
"Dominican University","","","","","","","","","","","","","","","","",
"Undergraduate","123","44","2","2","38","20","431","194","3","2","664","322","33","12","7","31","15","10","1,316","637","0","1,953","1",
"Graduate","118","26","4","0","40","17","116","39","1","0","825","238","17","7","20","13","107","71","1,248","411","0","1,659","2",
"Total","241","70","6","2","78","37","547","233","4","2","1,489","560","50","19","27","44","122","81","2,564","1,048","0","3,612","4",
"East-West University","","","","","","","","","","","","","","","","",
"Undergraduate","291","162","3","0","16","42","83","47","1","0","16","14","2","1","11","51","5","2","428","319","0","747","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","291","162","3","0","16","42","83","47","1","0","16","14","2","1","11","51","5","2","428","319","0","747","4",
"Elmhurst College","","","","","","","","","","","","","","","","",
"Undergraduate","70","55","11","6","94","39","201","106","6","3","1,496","919","38","19","15","6","60","46","1,991","1,199","0","3,190","1",
"Graduate","13","7","0","0","17","1","6","5","0","0","111","84","4","0","1","3","7","6","159","106","0","265","2",
"Total","83","62","11","6","111","40","207","111","6","3","1,607","1,003","42","19","16","9","67","52","2,150","1,305","0","3,455","4",
"Erikson Institute","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","31","0","0","0","3","1","23","0","0","0","147","7","3","0","3","1","58","0","268","9","0","277","2",
"Total","31","0","0","0","3","1","23","0","0","0","147","7","3","0","3","1","58","0","268","9","0","277","4",
"Eureka College","","","","","","","","","","","","","","","","",
"Undergraduate","10","18","2","1","2","0","13","8","1","0","360","290","5","8","2","5","17","13","412","343","0","755","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","10","18","2","1","2","0","13","8","1","0","360","290","5","8","2","5","17","13","412","343","0","755","4",
"Garrett - Evangelical Theological Seminary","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","47","27","0","0","8","14","3","6","0","0","102","67","6","2","19","35","20","26","205","177","0","382","2",
"Total","47","27","0","0","8","14","3","6","0","0","102","67","6","2","19","35","20","26","205","177","0","382","4",
"Greenville University","","","","","","","","","","","","","","","","",
"Undergraduate","39","90","0","1","3","6","14","20","0","1","498","461","5","15","6","13","60","47","625","654","0","1,279","1",
"Graduate","7","4","2","0","0","0","4","1","0","0","115","56","0","0","0","0","24","9","152","70","0","222","2",
"Total","46","94","2","1","3","6","18","21","0","1","613","517","5","15","6","13","84","56","777","724","0","1,501","4",
"Hebrew Theological College","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","433","76","0","0","0","0","0","0","433","76","0","509","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","6","0","6","2",
"Total","0","0","0","0","0","0","0","0","0","0","433","82","0","0","0","0","0","0","433","82","0","515","4",
"Illinois Institute of Technology","","","","","","","","","","","","","","","","",
"Undergraduate","77","107","4","9","105","186","84","205","8","11","298","831","6","8","208","359","59","149","849","1,865","0","2,714","1",
"Graduate","80","60","1","0","101","118","69","86","10","10","570","880","22","32","1,051","1,696","124","163","2,028","3,045","0","5,073","2",
"Total","157","167","5","9","206","304","153","291","18","21","868","1,711","28","40","1,259","2,055","183","312","2,877","4,910","0","7,787","4",
"Illinois Wesleyan University","","","","","","","","","","","","","","","","",
"Undergraduate","44","48","7","3","50","48","53","41","0","1","903","624","3","4","50","41","89","81","1,199","891","0","2,090","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","44","48","7","3","50","48","53","41","0","1","903","624","3","4","50","41","89","81","1,199","891","0","2,090","4",
"Institute for Clinical Social Work","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","9","5","0","1","2","2","4","0","0","0","59","14","0","0","0","0","0","0","74","22","0","96","2",
"Total","9","5","0","1","2","2","4","0","0","0","59","14","0","0","0","0","0","0","74","22","0","96","4",
"Judson University","","","","","","","","","","","","","","","","",
"Undergraduate","20","24","1","0","4","8","27","29","0","0","330","312","6","2","18","18","119","77","525","470","0","995","1",
"Graduate","7","4","0","0","0","1","7","2","0","0","49","36","0","0","1","1","15","6","79","50","0","129","2",
"Total","27","28","1","0","4","9","34","31","0","0","379","348","6","2","19","19","134","83","604","520","0","1,124","4",
"Knox College","","","","","","","","","","","","","","","","",
"Undergraduate","44","30","1","1","34","33","55","61","1","1","559","372","30","21","72","56","21","28","817","603","0","1,420","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","44","30","1","1","34","33","55","61","1","1","559","372","30","21","72","56","21","28","817","603","0","1,420","4",
"Lake Forest College","","","","","","","","","","","","","","","","",
"Undergraduate","49","46","3","0","35","21","117","57","1","1","536","384","28","15","99","84","11","10","879","618","0","1,497","1",
"Graduate","0","1","0","0","0","0","0","1","0","0","12","5","0","0","0","0","0","0","12","7","0","19","2",
"Total","49","47","3","0","35","21","117","58","1","1","548","389","28","15","99","84","11","10","891","625","0","1,516","4",
"Lake Forest Graduate School of Mgmt.","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","18","11","1","2","26","48","4","6","2","0","96","138","7","8","0","0","140","203","294","416","0","710","2",
"Total","18","11","1","2","26","48","4","6","2","0","96","138","7","8","0","0","140","203","294","416","0","710","4",
"Lakeview College of Nursing","","","","","","","","","","","","","","","","",
"Undergraduate","24","4","2","1","10","2","8","3","2","0","211","17","1","0","0","0","3","1","261","28","0","289","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","24","4","2","1","10","2","8","3","2","0","211","17","1","0","0","0","3","1","261","28","0","289","4",
"Lewis University","","","","","","","","","","","","","","","","",
"Undergraduate","259","137","8","3","89","58","359","276","6","2","1,598","1,255","19","17","20","32","190","146","2,548","1,926","0","4,474","1",
"Graduate","250","76","1","4","26","14","95","51","0","1","805","366","5","1","14","34","107","70","1,303","617","0","1,920","2",
"Total","509","213","9","7","115","72","454","327","6","3","2,403","1,621","24","18","34","66","297","216","3,851","2,543","0","6,394","4",
"Lincoln College","","","","","","","","","","","","","","","","",
"Undergraduate","238","174","3","0","3","1","28","34","0","1","403","255","16","17","2","11","36","26","729","519","0","1,248","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","238","174","3","0","3","1","28","34","0","1","403","255","16","17","2","11","36","26","729","519","0","1,248","4",
"Loyola University of Chicago","","","","","","","","","","","","","","","","",
"Undergraduate","266","116","13","5","646","401","671","410","7","1","3,947","2,246","229","122","89","99","345","243","6,213","3,643","0","9,856","1",
"Graduate","431","110","3","1","178","122","253","144","4","1","2,485","1,489","59","22","222","145","312","203","3,947","2,237","0","6,184","2",
"Total","697","226","16","6","824","523","924","554","11","2","6,432","3,735","288","144","311","244","657","446","10,160","5,880","0","16,040","4",
"Lutheran School of Theology at Chicago","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","11","13","1","1","2","2","3","8","0","0","102","88","0","0","20","31","1","1","140","144","0","284","2",
"Total","11","13","1","1","2","2","3","8","0","0","102","88","0","0","20","31","1","1","140","144","0","284","4",
"MacCormac College","","","","","","","","","","","","","","","","",
"Undergraduate","62","19","1","0","3","0","12","3","0","0","59","13","0","0","1","2","1","0","139","37","0","176","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","62","19","1","0","3","0","12","3","0","0","59","13","0","0","1","2","1","0","139","37","0","176","4",
"MacMurray College","","","","","","","","","","","","","","","","",
"Undergraduate","22","58","1","0","1","1","11","7","0","0","269","109","10","4","0","0","35","20","349","199","0","548","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","22","58","1","0","1","1","11","7","0","0","269","109","10","4","0","0","35","20","349","199","0","548","4",
"McCormick Theological Seminary","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","41","21","0","0","5","6","14","17","0","0","42","27","7","4","9","29","6","13","124","117","0","241","2",
"Total","41","21","0","0","5","6","14","17","0","0","42","27","7","4","9","29","6","13","124","117","0","241","4",
"McKendree University","","","","","","","","","","","","","","","","",
"Undergraduate","153","187","5","2","24","10","25","41","6","1","959","709","12","3","7","25","101","76","1,292","1,054","0","2,346","1",
"Graduate","35","25","2","0","4","5","8","6","0","1","384","193","1","1","2","1","155","52","591","284","0","875","2",
"Total","188","212","7","2","28","15","33","47","6","2","1,343","902","13","4","9","26","256","128","1,883","1,338","0","3,221","4",
"Methodist College","","","","","","","","","","","","","","","","",
"Undergraduate","28","2","0","0","11","2","6","2","0","0","361","39","16","2","0","0","0","0","422","47","0","469","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","28","2","0","0","11","2","6","2","0","0","361","39","16","2","0","0","0","0","422","47","0","469","4",
"Midwestern University","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","19","5","0","3","322","256","39","26","8","5","895","620","23","23","16","12","34","33","1,356","983","0","2,339","2",
"Total","19","5","0","3","322","256","39","26","8","5","895","620","23","23","16","12","34","33","1,356","983","0","2,339","4",
"Millikin University","","","","","","","","","","","","","","","","",
"Undergraduate","167","101","2","4","7","6","69","49","3","2","1,056","671","40","27","17","25","5","7","1,366","892","0","2,258","1",
"Graduate","2","1","0","0","0","1","0","0","0","0","39","35","0","0","2","3","0","0","43","40","0","83","2",
"Total","169","102","2","4","7","7","69","49","3","2","1,095","706","40","27","19","28","5","7","1,409","932","0","2,341","4",
"Monmouth College","","","","","","","","","","","","","","","","",
"Undergraduate","59","56","6","3","4","3","46","45","2","1","536","499","4","1","13","5","17","15","687","628","0","1,315","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","59","56","6","3","4","3","46","45","2","1","536","499","4","1","13","5","17","15","687","628","0","1,315","4",
"Morrison Institute of Technology","","","","","","","","","","","","","","","","",
"Undergraduate","0","1","0","0","1","1","0","7","0","0","2","78","0","0","0","0","0","0","3","87","0","90","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","0","1","0","0","1","1","0","7","0","0","2","78","0","0","0","0","0","0","3","87","0","90","4",
"Morthland College","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","6","4","0","0","0","0","0","0","6","4","0","10","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","0","0","0","0","0","0","0","0","0","0","6","4","0","0","0","0","0","0","6","4","0","10","4",
"National College of Naprapathic Medicine","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","3","0","0","0","0","0","1","1","0","0","5","7","0","0","0","0","0","0","9","8","0","17","2",
"Total","3","0","0","0","0","0","1","1","0","0","5","7","0","0","0","0","0","0","9","8","0","17","4",
"National Louis University","","","","","","","","","","","","","","","","",
"Undergraduate","458","85","4","1","23","12","250","49","1","2","313","122","8","2","6","1","74","26","1,137","300","0","1,437","1",
"Graduate","494","106","10","5","88","14","363","79","2","0","2,120","557","18","5","2","0","296","83","3,393","849","0","4,242","2",
"Total","952","191","14","6","111","26","613","128","3","2","2,433","679","26","7","8","1","370","109","4,530","1,149","0","5,679","4",
"National University of Health Sciences","","","","","","","","","","","","","","","","",
"Undergraduate","8","6","0","0","6","7","12","4","0","0","68","31","3","0","0","0","3","3","100","51","0","151","1",
"Graduate","51","12","0","0","55","45","21","18","1","1","279","305","4","4","12","12","12","21","435","418","0","853","2",
"Total","59","18","0","0","61","52","33","22","1","1","347","336","7","4","12","12","15","24","535","469","0","1,004","4",
"North Central College","","","","","","","","","","","","","","","","",
"Undergraduate","42","55","2","2","39","32","91","84","0","0","1,222","927","29","21","19","13","72","79","1,516","1,213","0","2,729","1",
"Graduate","8","5","0","1","10","4","8","6","0","0","105","89","1","1","2","2","7","11","141","119","0","260","2",
"Total","50","60","2","3","49","36","99","90","0","0","1,327","1,016","30","22","21","15","79","90","1,657","1,332","0","2,989","4",
"North Park University","","","","","","","","","","","","","","","","",
"Undergraduate","119","80","3","2","92","36","189","109","6","6","707","478","20","16","56","48","185","78","1,377","853","0","2,230","1",
"Graduate","64","30","3","2","64","15","45","21","1","3","297","168","0","0","12","16","183","66","669","321","0","990","2",
"Total","183","110","6","4","156","51","234","130","7","9","1,004","646","20","16","68","64","368","144","2,046","1,174","0","3,220","4",
"Northern Baptist Theo. Seminary","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","20","35","0","0","1","6","2","4","0","0","38","43","0","0","0","1","0","0","61","89","0","150","2",
"Total","20","35","0","0","1","6","2","4","0","0","38","43","0","0","0","1","0","0","61","89","0","150","4",
"NorthShore University HealthSystem School of Nurse Anesthesia","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","2","0","0","0","8","0","2","0","0","0","42","12","0","0","0","0","0","0","54","12","0","66","2",
"Total","2","0","0","0","8","0","2","0","0","0","42","12","0","0","0","0","0","0","54","12","0","66","4",
"Northwestern University","","","","","","","","","","","","","","","","",
"Undergraduate","298","194","5","5","816","884","400","312","2","2","2,671","2,542","176","118","248","285","261","247","4,877","4,589","0","9,466","1",
"Graduate","287","206","8","11","523","587","260","282","5","7","2,479","2,953","67","57","857","1,392","684","828","5,170","6,323","0","11,493","2",
"Total","585","400","13","16","1,339","1,471","660","594","7","9","5,150","5,495","243","175","1,105","1,677","945","1,075","10,047","10,912","0","20,959","4",
"Principia College","","","","","","","","","","","","","","","","",
"Undergraduate","2","3","0","0","2","0","10","9","0","0","195","139","4","10","34","37","37","21","284","219","0","503","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","2","3","0","0","2","0","10","9","0","0","195","139","4","10","34","37","37","21","284","219","0","503","4",
"Quincy University","","","","","","","","","","","","","","","","",
"Undergraduate","55","76","3","7","3","4","16","3","0","3","472","344","3","6","0","7","163","103","715","553","0","1,268","1",
"Graduate","59","10","1","0","5","0","16","11","0","0","91","47","1","1","0","1","179","45","352","115","0","467","2",
"Total","114","86","4","7","8","4","32","14","0","3","563","391","4","7","0","8","342","148","1,067","668","0","1,735","4",
"Robert Morris University-Illinois","","","","","","","","","","","","","","","","",
"Undergraduate","740","446","3","3","36","51","506","357","6","8","676","725","28","19","16","12","32","24","2,043","1,645","0","3,688","1",
"Graduate","130","38","1","0","18","14","54","28","0","0","105","100","1","1","10","18","4","8","323","207","0","530","2",
"Total","870","484","4","3","54","65","560","385","6","8","781","825","29","20","26","30","36","32","2,366","1,852","0","4,218","4",
"Rockford University","","","","","","","","","","","","","","","","",
"Undergraduate","42","39","10","3","17","3","50","38","5","2","450","246","0","0","1","0","46","45","621","376","0","997","1",
"Graduate","13","10","2","0","5","3","14","5","0","0","120","76","0","0","1","1","44","27","199","122","0","321","2",
"Total","55","49","12","3","22","6","64","43","5","2","570","322","0","0","2","1","90","72","820","498","0","1,318","4",
"Roosevelt University","","","","","","","","","","","","","","","","",
"Undergraduate","607","227","2","4","133","86","407","188","4","1","1,165","750","97","50","52","44","56","35","2,523","1,385","0","3,908","1",
"Graduate","501","139","1","0","99","53","142","78","1","1","891","472","58","17","117","70","39","33","1,849","863","0","2,712","2",
"Total","1,108","366","3","4","232","139","549","266","5","2","2,056","1,222","155","67","169","114","95","68","4,372","2,248","0","6,620","4",
"Rosalind Franklin University of Medicine &amp; Science","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","49","34","4","3","151","147","25","22","0","0","523","407","52","43","23","14","267","262","1,094","932","0","2,026","2",
"Total","49","34","4","3","151","147","25","22","0","0","523","407","52","43","23","14","267","262","1,094","932","0","2,026","4",
"Rush University","","","","","","","","","","","","","","","","",
"Undergraduate","10","5","1","0","15","12","6","4","0","0","34","11","0","0","0","0","0","0","66","32","0","98","1",
"Graduate","89","26","2","1","193","89","91","36","2","4","1,085","322","27","3","0","0","32","18","1,521","499","0","2,020","2",
"Total","99","31","3","1","208","101","97","40","2","4","1,119","333","27","3","0","0","32","18","1,587","531","0","2,118","4",
"School of the Art Inst. Chicago","","","","","","","","","","","","","","","","",
"Undergraduate","56","34","11","3","225","86","94","56","3","2","906","496","36","9","370","110","60","19","1,761","815","0","2,576","1",
"Graduate","17","5","1","0","29","10","23","13","1","1","305","146","16","10","103","33","12","9","507","227","0","734","2",
"Total","73","39","12","3","254","96","117","69","4","3","1,211","642","52","19","473","143","72","28","2,268","1,042","0","3,310","4",
"Shimer College","","","","","","","","","","","","","","","","",
"Undergraduate","1","1","0","0","3","2","3","2","0","0","46","52","3","6","0","0","5","3","61","66","0","127","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","1","1","0","0","3","2","3","2","0","0","46","52","3","6","0","0","5","3","61","66","0","127","4",
"Spertus Institute for Jewish Learning and Leadership","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","90","20","0","0","0","2","1","2","0","0","112","53","0","0","0","0","10","0","213","77","0","290","2",
"Total","90","20","0","0","0","2","1","2","0","0","112","53","0","0","0","0","10","0","213","77","0","290","4",
"St. Johns College","","","","","","","","","","","","","","","","",
"Undergraduate","4","0","0","0","1","0","1","0","0","0","87","11","1","0","0","1","5","0","99","12","0","111","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","4","0","0","0","1","0","1","0","0","0","87","11","1","0","0","1","5","0","99","12","0","111","4",
"St. Sava Serb. Orth. Sch. Theo.","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27","0","0","0","27","0","27","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27","0","0","0","27","0","27","4",
"St. Xavier University","","","","","","","","","","","","","","","","",
"Undergraduate","386","132","7","7","42","25","341","162","0","0","1,077","521","41","21","5","4","150","72","2,049","944","0","2,993","1",
"Graduate","241","66","7","2","27","12","69","32","1","0","843","259","18","6","3","10","93","27","1,302","414","0","1,716","2",
"Total","627","198","14","9","69","37","410","194","1","0","1,920","780","59","27","8","14","243","99","3,351","1,358","0","4,709","4",
"The Chicago Institute for Psychoanalysis","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","2","1","0","0","3","2","4","1","0","0","33","12","0","0","0","0","2","0","44","16","0","60","2",
"Total","2","1","0","0","3","2","4","1","0","0","33","12","0","0","0","0","2","0","44","16","0","60","4",
"The John Marshall Law School","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","98","50","10","5","51","57","55","55","1","2","495","657","2","0","22","18","44","52","778","896","0","1,674","2",
"Total","98","50","10","5","51","57","55","55","1","2","495","657","2","0","22","18","44","52","778","896","0","1,674","4",
"Trinity Christian College","","","","","","","","","","","","","","","","",
"Undergraduate","98","41","4","1","14","8","79","34","3","0","715","390","9","3","15","14","25","17","962","508","0","1,470","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","98","41","4","1","14","8","79","34","3","0","715","390","9","3","15","14","25","17","962","508","0","1,470","4",
"Trinity College of Nursing &amp; Health Sciences","","","","","","","","","","","","","","","","",
"Undergraduate","10","1","0","0","2","5","12","1","0","0","160","19","2","0","0","0","8","2","194","28","0","222","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","10","1","0","0","2","5","12","1","0","0","160","19","2","0","0","0","8","2","194","28","0","222","4",
"Trinity International University","","","","","","","","","","","","","","","","",
"Undergraduate","98","79","0","1","15","10","28","46","0","0","297","295","4","8","5","5","57","46","504","490","0","994","1",
"Graduate","38","35","3","0","16","67","10","17","0","0","166","456","0","0","34","113","138","353","405","1,041","0","1,446","2",
"Total","136","114","3","1","31","77","38","63","0","0","463","751","4","8","39","118","195","399","909","1,531","0","2,440","4",
"Univ. of St. Mary of the Lake","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","1","0","0","0","24","0","0","0","2","0","0","0","27","0","27","1",
"Graduate","1","1","0","0","1","4","1","11","0","0","10","101","0","0","0","61","0","0","13","178","0","191","2",
"Total","1","1","0","0","1","4","1","12","0","0","10","125","0","0","0","63","0","0","13","205","0","218","4",
"University of Chicago","","","","","","","","","","","","","","","","",
"Undergraduate","151","101","3","8","477","435","168","180","1","2","1,050","1,286","209","123","241","275","307","385","2,607","2,795","0","5,402","1",
"Graduate","218","196","12","7","388","551","113","184","0","0","1,683","2,584","152","144","812","1,625","444","464","3,822","5,755","0","9,577","2",
"Total","369","297","15","15","865","986","281","364","1","2","2,733","3,870","361","267","1,053","1,900","751","849","6,429","8,550","0","14,979","4",
"University of St. Francis","","","","","","","","","","","","","","","","",
"Undergraduate","83","65","1","1","26","7","147","69","4","1","1,014","346","16","23","9","8","0","2","1,300","522","0","1,822","1",
"Graduate","114","22","2","0","23","14","79","26","3","0","915","220","13","4","23","6","26","9","1,198","301","0","1,499","2",
"Total","197","87","3","1","49","21","226","95","7","1","1,929","566","29","27","32","14","26","11","2,498","823","0","3,321","4",
"Urbana Theological Seminary","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
